"hotelName;stars;price;cityName;countryCode;countryName;address;location;url;latitude;longitude"
"Bella Vista Motel Invercargill;4;77;Invercargill;NZ;New Zealand;240 Tay Street;Invercargill New Zealand;http://www.bellavistamotelinvercargill.co.nz/;-46.4129;168.363"
"Best Western Townsman Motor Lodge;4;97;Invercargill;NZ;New Zealand;195 Tay Street;Invercargill New Zealand;http://www.townsman.co.nz/;-46.4135;168.359"
"Birchwood Manor Motel;5;102;Invercargill;NZ;New Zealand;189 Tay St;Invercargill New Zealand;http://www.birchwoodmanor.co.nz/;-46.4133;168.359"
"Bluff Ocean Vista Accommodation;2.5;89;Invercargill;NZ;New Zealand;152 Marine Parade;Invercargill New Zealand;http://www.bluff.co.nz/accommodation.html;-46.605;168.354"
"Charlton Motel;4.5;99999;Gore;NZ;New Zealand;9 Charlton Road;Gore New Zealand;http://www.charltonmotel.co.nz/;-46.1141;168.933"
"Colonial on Tay;4;99999;Invercargill;NZ;New Zealand;335 Tay Street;Invercargill New Zealand;http://www.jasons.co.nz/invercargill/colonial-on-tay;-46.412;168.37"
"Comfort Inn Tayesta;4;93;Invercargill;NZ;New Zealand;343 Tay Street;Invercargill New Zealand;http://www.comfortinn.com/hotel-invercargill-new_zealand-NZ136;-46.4118;168.37"
"Deep Bay Apartment;1.5;99999;Stewart Island;NZ;New Zealand;30 Deep Bay Road;Stewart Island New Zealand;;-46.906;168.139"
"Esplanade Motels;1;99999;Gore;NZ;New Zealand;35 Railway Esplanade;Gore New Zealand;http://esplanademotelsgore.co.nz/;-46.0928;168.96"
"Garden Grove Motel;4;86;Invercargill;NZ;New Zealand;161 North Road;Invercargill New Zealand;http://www.gardengrovemotel.co.nz/;-46.3825;168.348"
"Glenroy Park Homestay;2;99999;Invercargill;NZ;New Zealand;23 Glenroy Park Drive;Invercargill New Zealand;;-46.3745;168.352"
"Golden Leaf Apartments;3.5;99999;Invercargill;NZ;New Zealand;15 Thomson Street;Invercargill New Zealand;;-46.4051;168.349"
"Greenbush Catlins Farmstay Hotel;1;99999;Fortrose;NZ;New Zealand;298 Fortrose-Otara Road;Fortrose New Zealand;;-46.5884;168.835"
"Greenvale Bed & Breakfast;3;99999;Stewart Island;NZ;New Zealand;Kaka Ridge Road Halfmoon Bay;Stewart Island New Zealand;http://greenvaleacres.com/;-46.9015;168.132"
"Hacienda Motel Invercargill;3.5;99999;Invercargill;NZ;New Zealand;678 Tay Street;Invercargill New Zealand;http://www.haciendamotel.co.nz/;-46.4065;168.391"
"Heartland Hotel Croydon;3;124;Gore;NZ;New Zealand;Corner of Waimea Highway & Waimea Street;Gore New Zealand;http://heartland-hotel-croydon.com/;-46.0868;168.943"
"Heritage Court Motel;4;104;Invercargill;NZ;New Zealand;50 Thomson Street;Invercargill New Zealand;http://www.heritagecourt.co.nz/;-46.4033;168.349"
"Hokonui Bed and Breakfast;1;99999;Charlton;NZ;New Zealand;258 Reaby Road RD4;Charlton New Zealand;http://www.hokonuibandb.co.nz/accommodation/;-46.0798;168.908"
"Homestead Villa Motel Invercargill;4;80;Invercargill;NZ;New Zealand;329 Dee Street;Invercargill New Zealand;http://www.homesteadvillamotel.co.nz/;-46.3989;168.347"
"Invercargill Top 10 Holiday Park;4;99999;Invercargill;NZ;New Zealand;77 McIvor Road;Invercargill New Zealand;http://www.invercargilltop10.co.nz/;-46.3643;168.356"
"Kaka Retreat Stewart Island;4;187;Stewart Island;NZ;New Zealand;7/9 Miro Crescent Halfmoon Bay;Stewart Island New Zealand;http://www.kakaretreat.co.nz/;-46.8964;168.127"
"Kelvin Hotel;3;93;Invercargill;NZ;New Zealand;Corner Kelvin & Esk Streets;Invercargill New Zealand;http://www.kelvinhotel.co.nz/;-46.4065;168.351"
"Kowhai Place;2;99999;Gore;NZ;New Zealand;41 Huron Street;Gore New Zealand;;-46.0939;168.953"
"Lands End;3;99999;Invercargill;NZ;New Zealand;10 Ward Parade End of State Highway 1;Invercargill New Zealand;http://www.landsend.net.nz/;-46.613;168.358"
"LivingSpace Invercargill;3;50;Invercargill;NZ;New Zealand;15 Tay Street;Invercargill New Zealand;http://livingspace.net/;-46.4131;168.348"
"Monarch Motel;3;85;Invercargill;NZ;New Zealand;633 Tay Street;Invercargill New Zealand;http://www.monarchmotel.co.nz/;-46.4074;168.389"
"Oakleigh Motel;3;99999;Gore;NZ;New Zealand;70 Hokonui Drive;Gore New Zealand;http://www.oakleighmotel.co.nz/;-46.0921;168.945"
"Queens Park Motels;4;97;Invercargill;NZ;New Zealand;85 Alice Street;Invercargill New Zealand;http://www.queensparkmotels.co.nz/;-46.3959;168.353"
"Quest Invercargill;5;93;Invercargill;NZ;New Zealand;10 Dee Street;Invercargill New Zealand;;-46.4125;168.347"
"Rakiura Lodge Stewart Island;3;99999;Stewart Island;NZ;New Zealand;8 Miro Crescent;Stewart Island New Zealand;http://www.rakiuralodge.co.nz/;-46.896;168.127"
"Sails Ashore;4;99999;Stewart Island;NZ;New Zealand;11 View Street;Stewart Island New Zealand;http://www.sailsashore.co.nz/;-46.9015;168.126"
"South Sea Hotel;2;69;Stewart Island;NZ;New Zealand;Elgin Terrace;Stewart Island New Zealand;;-46.8986;168.128"
"Sparkys Backpackers;1;99999;Invercargill;NZ;New Zealand;271 Tay St.;Invercargill New Zealand;http://www.sparkysbackpackers.co.nz/index.html;-46.413;168.366"
"Stewart Island Lodge;5;99999;Stewart Island;NZ;New Zealand;PO Box 5 Halfmoon Bay;Stewart Island New Zealand;http://www.stewartislandlodge.co.nz/;-46.9007;168.13"
"Stoneleigh B&B;3;99999;Invercargill;NZ;New Zealand;15 Stoneleigh Lane;Invercargill New Zealand;http://stoneleighbandb.com/;-46.3715;168.349"
"Timber Tops Motor Park and Camping Ground Invercargill;3;99999;Invercargill;NZ;New Zealand;209 Tweed Street;Invercargill New Zealand;http://www.invercargilltop10.co.nz/;-46.4184;168.355"
"Tower Lodge Motel;4;102;Invercargill;NZ;New Zealand;119 Queens Drive;Invercargill New Zealand;http://www.taylorsmotel.co.nz/long-and-short-stays.html;-46.4073;168.362"
"Tudor Park Country Stay;2;99999;Invercargill;NZ;New Zealand;21 Lawrence Road;Invercargill New Zealand;http://www.tudorpark.co.nz/;-46.2756;168.317"
"Victoria Railway Hotel;3;101;Invercargill;NZ;New Zealand;Corner Leven & Esk Streets;Invercargill New Zealand;;-46.4115;168.346"
"Wentworth Heights Bed and Breakfast;1;99999;Gore;NZ;New Zealand;86A Wentworth Street;Gore New Zealand;http://www.wentworthheights.co.nz/;-46.0824;168.961"
"Yarrow Motel;3;82;Invercargill;NZ;New Zealand;165 Yarrow Street;Invercargill New Zealand;http://www.yarrowmotel.co.nz/;-46.4088;168.359"
"Glenfalloch Cottage;3;99999;Tokanui;NZ;New Zealand;1598 Niagara - Tokanui Highway 1RD;Tokanui New Zealand;;-46.5601;169.125"
"Kenthurst Lodge B & B;2;99999;Kaka Point;NZ;New Zealand;36 Rata Street;Kaka Point New Zealand;http://kenthurstlodge.com/;-46.3844;169.78"
"Mike & Jennys Kaka Point Accommodation;1;99999;Kaka Point;NZ;New Zealand;7 Marine Terrace;Kaka Point New Zealand;http://www.miketheheadlesschicken.org/index.php;-46.3858;169.782"
"Nugget View & Kaka Point Motels;1;99999;Kaka Point;NZ;New Zealand;11 Rata Street;Kaka Point New Zealand;http://www.cbtnuggets.com/;-46.3848;169.781"
"Cabanas Ayelen;1;95;Puerto Aisen;CL;Chile;Hernán Muñoz Torres Nº 655;Puerto Aisen Chile;;-45.4182;-72.6959"
"Cabanas De Montana Buenavista;3;99999;Coyhaique;CL;Chile;Camino Balmaceda Km 8;Coyhaique Chile;http://www.buenavistacabins.cl/;-45.5946;-72.0813"
"Hotel Diego de Almagro Coyhaique;4;177;Coyhaique;CL;Chile;Ogana 132;Coyhaique Chile;http://www.nileguide.com/destination/coyhaique-chile/best/vacation-rentals;-45.5847;-72.0749"
"Hotel Salmo Patagonia Lodge;5;197;Coyhaique;CL;Chile;Camino a Laguna Verde 6 Casilla 25;Coyhaique Chile;http://www.patagoniadream.com/;-45.5501;-72.0601"
"Hotel Y Cabañas Patagonia Green;4;190;Puerto Aisen;CL;Chile;Avenida Lago Riesco 350;Puerto Aisen Chile;;-45.4059;-72.6806"
"La Portada Del Valle Lodge;3;99999;Coyhaique;CL;Chile;Km. 18 Valle Simpson;Coyhaique Chile;http://www.laportadadelvalle.com.ar/;-45.5753;-72.0376"
"Loberias del Sur;3;99999;Puerto Chacabuco;CL;Chile;Jose Miguel Carrera 50 XI region;Puerto Chacabuco Chile;http://www.catamaranesdelsur.cl/english/tarifa.htm;-45.4833;-72.8333"
"Patagonia House;4;118;Coyhaique;CL;Chile;Camino Campo Alegre;Coyhaique Chile;http://patagoniarising.com/support;-45.5902;-72.0685"
"Raices;3;99999;Coyhaique;CL;Chile;Baquedano 444;Coyhaique Chile;http://raicesbedandbreakfast.com/;-45.5688;-72.0642"
"Austral Express;3;106;Comodoro Rivadavia;AR;Argentina;Moreno 725;Comodoro Rivadavia Argentina;http://www.australhotel.com.ar/;-45.8627;-67.4769"
"Austral Plaza Hotel;4;188;Comodoro Rivadavia;AR;Argentina;Moreno 725;Comodoro Rivadavia Argentina;http://www.australhotel.com.ar/;-45.8621;-67.4769"
"Comodoro Hotel;3;143;Comodoro Rivadavia;AR;Argentina;9 De Julio 770;Comodoro Rivadavia Argentina;;-45.8622;-67.4786"
"Aden Motel;3;100;Te Anau;NZ;New Zealand;57-59 Quintin Drive;Te Anau New Zealand;http://www.adenmotel.co.nz/;-45.4222;167.719"
"Alpenhorn Motel;3;78;Te Anau;NZ;New Zealand;35 Quintin Drive;Te Anau New Zealand;http://www.alpenhornmotel.co.nz/;-45.4208;167.718"
"Anchorage Motel - Golden Chain;4;74;Te Anau;NZ;New Zealand;47 Quintin Drive;Te Anau New Zealand;http://www.goldenchain.co.nz/motels/gc-te-anau/;-45.4216;167.718"
"Arran Motel;4;93;Te Anau;NZ;New Zealand;64 Quintin Drive;Te Anau New Zealand;http://www.arranmotel.co.nz/;-45.4226;167.719"
"Asure Amber Court Motel Te Anau;2.5;106;Te Anau;NZ;New Zealand;68 Quintin Drive;Te Anau New Zealand;http://www.ambercourtteanau.co.nz/;-45.4225;167.72"
"Beechwood Lodge Fiordland;4;99999;Manapouri;NZ;New Zealand;40 Cathedral Drive;Manapouri New Zealand;http://www.beechwoodlodge.com/;-45.5618;167.616"
"Bella Vista Motel Te Anau;4;73;Te Anau;NZ;New Zealand;9 Mokoroa Street;Te Anau New Zealand;http://www.staybellavista.co.nz/bella-vista/te-anau-motel/;-45.4183;167.716"
"Birchwood Cottages Te Anau;4;106;Te Anau;NZ;New Zealand;208 Milford Road;Te Anau New Zealand;http://www.birchwoodcottages.co.nz/;-45.4124;167.722"
"Blue Ridge Boutique Bed & Breakfast Te Anau;4;99999;Te Anau;NZ;New Zealand;13-15 Melland Place;Te Anau New Zealand;http://www.blueridge.net.nz/;-45.415;167.723"
"Distinction Luxmore Hotel;4;84;Te Anau;NZ;New Zealand;Corner Mokonui Street & Main Street;Te Anau New Zealand;http://www.distinctionluxmore.co.nz/;-45.4156;167.715"
"Distinction Te Anau Hotel and Villas;4;99;Te Anau;NZ;New Zealand;64 Lakefront Terrace;Te Anau New Zealand;http://www.teanauhotel.co.nz/;-45.4192;167.714"
"Dock Bay Lodge;3;461;Te Anau;NZ;New Zealand;192 William Stephen Road;Te Anau New Zealand;http://www.teanaulodge.com/index.php;-45.4498;167.698"
"Dunluce Bed and Breakfast;4;99999;Te Anau;NZ;New Zealand;128 Aparima Drive;Te Anau New Zealand;http://www.dunluce-fiordland.co.nz/;-45.4041;167.723"
"Edgewater Motel Te Anau;3;77;Te Anau;NZ;New Zealand;52 Lakefront Drive;Te Anau New Zealand;http://www.edgewater.net.nz/;-45.4203;167.715"
"Fijordland Hotel / Motel;3;66;Te Anau;NZ;New Zealand;91 Luxmore Drive;Te Anau New Zealand;http://www.teanaumotel.co.nz/;-45.4143;167.719"
"Fiordland Lodge;5;497;Te Anau;NZ;New Zealand;472 Te Anau Milford Highway;Te Anau New Zealand;http://www.fiordlandlodge.co.nz/accommodation/;-45.383;167.763"
"Kingsgate Hotel Te Anau;3;63;Te Anau;NZ;New Zealand;20 Lakefront Drive;Te Anau New Zealand;http://www.hotels.com/ho312413/kingsgate-hotel-te-anau-te-anau-new-zealand/;-45.4225;167.717"
"Kowhai Hill Hotel;3;99999;Te Anau;NZ;New Zealand;284 Mavora Lakes Road;Te Anau New Zealand;;-45.5168;167.971"
"Manapouri Lakeview Motor Inn Manapouri;3;74;Manapouri;NZ;New Zealand;68 Cathedral Drive;Manapouri New Zealand;http://www.manapouri.nz.com/accommodation.aspx;-45.5602;167.618"
"Marshalls B&B Te Anau;4;99999;Te Anau;NZ;New Zealand;13 Fergus Square;Te Anau New Zealand;http://www1.marshallsonline.com/tjx/search_results.aspx;-45.4119;167.71"
"Moptop Place B&B;3;99999;Te Anau;NZ;New Zealand;39 Luxmore Drive;Te Anau New Zealand;http://moptopteanau.com/;-45.4172;167.721"
"Murrells Grand View House Bed & Breakfast Manapouri;4;167;Manapouri;NZ;New Zealand;7 Murrell Avenue;Manapouri New Zealand;http://www.murrells.co.nz/;-45.5661;167.607"
"Parklands Motel;3;65;Te Anau;NZ;New Zealand;16 Mokoroa Street;Te Anau New Zealand;http://www.4parklands.co.nz/contact.html;-45.4179;167.718"
"Radfords Lakeview Motel;4;150;Te Anau;NZ;New Zealand;56 Lakefront Drive;Te Anau New Zealand;http://www.radfordslakeviewmotel.co.nz/;-45.4199;167.715"
"Red Tussock Motel;3;77;Te Anau;NZ;New Zealand;10 Lakefront Drive;Te Anau New Zealand;http://www.redtussockmotels.co.nz/;-45.423;167.718"
"Scott Bed & Breakfast Te Anau;3;99999;Te Anau;NZ;New Zealand;12 Bowen Street;Te Anau New Zealand;http://www.bedworld.net/product/174scobf--/sleepy-dreams-scott-white-wooden-bed-frame;-45.4163;167.723"
"Shakespeare House Bed & Breakfast Te Anau;3;89;Te Anau;NZ;New Zealand;10 Dusky Street;Te Anau New Zealand;http://www.shakespearehouse.co.nz/index.htm;-45.4106;167.708"
"Takaro Peace Resort;5;99999;Te Anau;NZ;New Zealand;914 Takaro Road;Te Anau New Zealand;http://www.takarolodge.com/;-45.4166;167.717"
"Te Anau Lakefront Backpackers;2;99999;Te Anau;NZ;New Zealand;48-50 Lakefront Drive;Te Anau New Zealand;http://www.teanaubackpackers.co.nz/;-45.4206;167.715"
"Te Anau Lakeview Holiday Park;4;78;Te Anau;NZ;New Zealand;77 Te Anau;Te Anau New Zealand;http://www.teanauholidaypark.co.nz/;-45.4258;167.719"
"Te Anau Top 10 Holiday Park;5;74;Te Anau;NZ;New Zealand;128 Te Anau Terrace Lions Park Area;Te Anau New Zealand;http://www.teanautop10.co.nz/;-45.4147;167.708"
"Village Inn Hotel;3.5;90;Te Anau;NZ;New Zealand;Mokoroa Street;Te Anau New Zealand;http://www.thevillageinn.co.nz/;-45.4173;167.719"
"5 Star Lane;4.5;121;Queenstown;NZ;New Zealand;5 Star Lane;Queenstown New Zealand;http://5starlane.com/;-45.0313;168.682"
"A Boutique Hotel Queenstown House;4;182;Queenstown;NZ;New Zealand;69 Hallenstein Street;Queenstown New Zealand;http://www.queenstownhouse.co.nz/;-45.0292;168.664"
"Abba Garden Motel;3;105;Queenstown;NZ;New Zealand;35 Gorge Road;Queenstown New Zealand;http://www.abba.co.nz/;-45.0257;168.662"
"Absoloot Value Accommodation;1.5;21;Queenstown;NZ;New Zealand;50 Beach Street;Queenstown New Zealand;http://absoloot.co.nz/;-45.0324;168.659"
"Albertines;3;99999;Queenstown;NZ;New Zealand;Old Frankton;Queenstown New Zealand;;-45.0172;168.729"
"Alexis Queenstown Motor Lodge and Apartments;4;128;Queenstown;NZ;New Zealand;69 Frankton Rd;Queenstown New Zealand;http://www.alexisqueenstown.co.nz/;-45.0343;168.67"
"Alpine Apartments Queenstown;4;187;Queenstown;NZ;New Zealand;110 Frankton Road;Queenstown New Zealand;http://www.alpinevillage.co.nz/facilities.html;-45.0343;168.674"
"Alpine Village;2;99999;Queenstown;NZ;New Zealand;643 Frankton Road;Queenstown New Zealand;http://www.alpinevillage.co.nz/queenstown.html;-45.0222;168.701"
"Alta Apartments;4;70;Queenstown;NZ;New Zealand;89 Thompson Street;Queenstown New Zealand;http://www.altaapartments.co.nz/;-45.0355;168.647"
"Amber Lodge Queenstown;3;110;Queenstown;NZ;New Zealand;1 Gorge Road;Queenstown New Zealand;http://www.amberlodge.co.nz/;-45.0293;168.662"
"Amity Lodge Motel;4;117;Queenstown;NZ;New Zealand;7 Melbourne Street;Queenstown New Zealand;http://www.coronationlodge.co.nz/;-45.0332;168.668"
"Amokura Lodge;3;239;Queenstown;NZ;New Zealand;351 Frankton Road;Queenstown New Zealand;http://www.amokuralodge.co.nz/;-45.0293;168.687"
"Amour Queenstown Bed & Breakfast;4;140;Queenstown;NZ;New Zealand;97 Panorama Terrace;Queenstown New Zealand;http://www.amourqueenstown.co.nz/;-45.0317;168.683"
"Aspen Heights Villa;2.5;395;Queenstown;NZ;New Zealand;4 Chandler Lane Fernhill;Queenstown New Zealand;http://www.vacationvillas.co.nz/;-45.0414;168.632"
"Azur Hotel Queenstown;5;749;Queenstown;NZ;New Zealand;23 Mackinnon Terrace;Queenstown New Zealand;http://www.azur.co.nz/;-45.0335;168.661"
"Base Queenstown;5;16;Queenstown;NZ;New Zealand;49 Shotover Street;Queenstown New Zealand;http://www.stayatbase.com/hostels/new-zealand-hostels/base-queenstown.aspx;-45.0319;168.658"
"Bella Vista Queenstown;4;93;Queenstown;NZ;New Zealand;36 Robins Road;Queenstown New Zealand;http://www.staybellavista.co.nz/bella-vista/queenstown-motel/;-45.027;168.66"
"Best Western Cranbury Court;4;119;Queenstown;NZ;New Zealand;19-23 Gorge Road;Queenstown New Zealand;http://www.cranbury.co.nz/;-45.0269;168.662"
"Blue Peaks Apartments Queenstown;4;261;Queenstown;NZ;New Zealand;Cnr Stanley and Sydney Street;Queenstown New Zealand;http://bluepeaksapartments.co.nz/;-45.0332;168.666"
"Blue Peaks Lodge;4;108;Queenstown;NZ;New Zealand;Corner Stanley & Sydney Streets;Queenstown New Zealand;http://bluepeaks.co.nz/;-45.0333;168.665"
"BreakFree The Point;4;81;Queenstown;NZ;New Zealand;239 Frankton Road;Queenstown New Zealand;http://www.breakfree.com.au/the-point/;-45.0336;168.682"
"BreakFree The Waterfront;4;125;Queenstown;NZ;New Zealand;109 Beach Street;Queenstown New Zealand;http://www.breakfreethewaterfront.co.nz/;-45.034;168.656"
"Browns Boutique Hotel;4;221;Queenstown;NZ;New Zealand;26 Isle Street;Queenstown New Zealand;http://www.brownshotel.co.nz/;-45.0313;168.656"
"Central Ridge Boutique Hotel;5;175;Queenstown;NZ;New Zealand;4 Sydney Street;Queenstown New Zealand;http://centralridge.co.nz/;-45.0335;168.665"
"Chalet Bed & Breakfast Queenstown;4;142;Queenstown;NZ;New Zealand;1 Dublin Street;Queenstown New Zealand;http://www.thechalet.biz/index.htm;-45.0334;168.669"
"Chartlea Park Farmstay;3;99999;Balfour (New Zealand);NZ;New Zealand;1 Chartlea Park Road Rd1;Balfour (New Zealand) New Zealand;;-45.8309;168.449"
"Comfort Inn Melbourne Motor Lodge;3;76;Queenstown;NZ;New Zealand;35 Melbourne Street;Queenstown New Zealand;http://www.mmlodge.co.nz/;-45.0317;168.666"
"Commonage Villas Queenstown;5;910;Queenstown;NZ;New Zealand;15 Kerry Drive;Queenstown New Zealand;http://www.commonagevillas.com/;-45.0278;168.666"
"Copthorne Hotel & Apartments Queenstown Lakeview;4;66;Queenstown;NZ;New Zealand;88 Frankton Road;Queenstown New Zealand;;-45.0342;168.67"
"Copthorne Hotel and Resort Queenstown Lakefront;4;78;Queenstown;NZ;New Zealand;Corner Adelaide St & Frankton Road;Queenstown New Zealand;http://www.enewzealandhotels.com/copthornelakefrontresort.html;-45.0343;168.666"
"Coronation Lodge;4;94;Queenstown;NZ;New Zealand;10 Coronation Drive;Queenstown New Zealand;http://www.coronationlodge.co.nz/;-45.0335;168.664"
"Coronet View Accommodation;4;131;Queenstown;NZ;New Zealand;30 Huff Street;Queenstown New Zealand;http://www.coronetview.co.nz/;-45.0242;168.658"
"Crowne Plaza Queenstown;4;124;Queenstown;NZ;New Zealand;Beach Street;Queenstown New Zealand;http://www.crowneplazaqueenstown.co.nz/;-45.0479;168.685"
"Earnslaw Lodge;3;87;Queenstown;NZ;New Zealand;77 Frankton Road;Queenstown New Zealand;http://www.earnslawlodge.co.nz/;-45.0346;168.671"
"Earnslaw View Apartments Queenstown;4;99999;Queenstown;NZ;New Zealand;136 Frankton Road;Queenstown New Zealand;http://www.earnslawlodge.co.nz/;-45.0337;168.677"
"Eichardts Private Hotel;4;915;Queenstown;NZ;New Zealand;Marine Parade;Queenstown New Zealand;http://www.eichardts.com/;-45.0329;168.66"
"Element Escapes;4;244;Queenstown;NZ;New Zealand;16 Kent Street;Queenstown New Zealand;http://www.graboneescapes.co.nz/element-escapes-queenstown;-45.0304;168.667"
"Esplanade Residence;4;273;Queenstown;NZ;New Zealand;58 Lake Esplanade;Queenstown New Zealand;http://www.esplanadequeenstown.com/;-45.0355;168.651"
"Evergreen Lodge Queenstown;5;308;Queenstown;NZ;New Zealand;28 Evergreen Place;Queenstown New Zealand;http://www.evergreenlodge.co.nz/;-45.046;168.623"
"Four Seasons Motel Queenstown;4;129;Queenstown;NZ;New Zealand;12 Stanley Street;Queenstown New Zealand;http://www.queenstownmotel.com/;-45.0329;168.665"
"Garden Court Suites Queenstown;4;81;Queenstown;NZ;New Zealand;41 Frankton Road;Queenstown New Zealand;http://www.gardencourt.co.nz/;-45.0339;168.668"
"Glebe Apartments;4;155;Queenstown;NZ;New Zealand;2 Beetham Street;Queenstown New Zealand;http://www.theglebe.co.nz/;-45.0316;168.664"
"Goldridge Resort;3;70;Queenstown;NZ;New Zealand;594 Frankton Road;Queenstown New Zealand;http://www.goldridgeresort.co.nz/main.html;-45.0229;168.699"
"Heartland Hotel Queenstown;3;77;Queenstown;NZ;New Zealand;27 Stanley Street;Queenstown New Zealand;http://www.holidaysqueenstown.co.nz/;-45.0325;168.665"
"Heritage Heights Apartments Queenstown;4;162;Queenstown;NZ;New Zealand;7 Anderson Heights;Queenstown New Zealand;http://www.heritageheights.co.nz/;-45.0276;168.664"
"Heritage Queenstown;4;99;Queenstown;NZ;New Zealand;91 Fernhill Road;Queenstown New Zealand;http://queenstownnewzealand.com/;-45.0379;168.642"
"Highview Apartments Queenstown;4;70;Queenstown;NZ;New Zealand;66-70 Thompson Street;Queenstown New Zealand;http://bluepeaksapartments.co.nz/;-45.0357;168.648"
"Hillcrest Farmstay Bed & Breakfast;2;99999;Balfour (New Zealand);NZ;New Zealand;206 Old Road;Balfour (New Zealand) New Zealand;http://www.southafricanbedandbreakfast.info/register+your+establishment/;-45.822;168.568"
"Hilton Queenstown;5;105;Queenstown;NZ;New Zealand;Kawarau Village Peninsula Rd;Queenstown New Zealand;http://www3.hilton.com/en/hotels/new-zealand/hilton-queenstown-hotel-ZQNHQHI/index.html;-45.0284;168.728"
"Historic Stone House Apartments Queenstown;4.5;308;Queenstown;NZ;New Zealand;47 Hallenstein Street;Queenstown New Zealand;http://chaletqueenstown.co.nz/;-45.0301;168.665"
"Hurleys of Queenstown;4;91;Queenstown;NZ;New Zealand;1 Melbourne Street;Queenstown New Zealand;http://www.justqueenstown.co.nz/Accommodation-Self-Catering.cfm;-45.0335;168.668"
"Kawarau Hotel Managed by Hilton;4;74;Queenstown;NZ;New Zealand;Kawarau Village Peninsula Rd;Queenstown New Zealand;http://www3.hilton.com/en/hotels/new-zealand/kawarau-hotel-managed-by-hilton-ZQNALHI/index.html;-45.0286;168.73"
"Lake Vista Bed & Breakfast Queenstown;4.5;97;Queenstown;NZ;New Zealand;62 Hensman Road;Queenstown New Zealand;http://www.lakevista.co.nz/;-45.0303;168.683"
"LakeRidge Condos;5;273;Queenstown;NZ;New Zealand;51 Thompson Street;Queenstown New Zealand;http://www.lakeridgecondos.co.nz/;-45.0349;168.65"
"Larch Hill Homestay Bed and Breakfast;4;109;Queenstown;NZ;New Zealand;16 Panners Way;Queenstown New Zealand;http://larchhill.com/;-45.0254;168.693"
"Lomond Lodge;4;90;Queenstown;NZ;New Zealand;33 Man Street;Queenstown New Zealand;http://lomondlodge.com/;-45.0331;168.657"
"Mantra Marina;5;84;Queenstown;NZ;New Zealand;875 Frankton Road;Queenstown New Zealand;http://www.queenstownmarinaapartments.co.nz/;-45.017;168.718"
"Matakauri Lodge Queenstown;5;1058;Queenstown;NZ;New Zealand;569 Glenorchy Road;Queenstown New Zealand;http://matakauri.co.nz/;-45.0631;168.554"
"Mercure Resort Queenstown;3;75;Queenstown;NZ;New Zealand;Sainsbury Road;Queenstown New Zealand;http://www.mercure.com/gb/hotel-1994-mercure-queenstown-resort/index.shtml;-45.0385;168.639"
"Millennium - Queenstown;4;98;Queenstown;NZ;New Zealand;Corner Frankton Road & Stanley Street;Queenstown New Zealand;http://queenstown.com/;-45.0337;168.667"
"Nokomai Station;2.5;99999;Lumsden (New Zealand);NZ;New Zealand;RD3 Lumsden;Lumsden (New Zealand) New Zealand;http://www.nokomai.co.nz/;-45.5433;168.67"
"Nomads Queenstown Backpackers;5;20;Queenstown;NZ;New Zealand;5-11 Church Street;Queenstown New Zealand;http://nomadshostels.com/hostels/new-zealand/queenstown-nomads-backpackers;-45.0329;168.662"
"Novotel Queenstown Lakeside;4;90;Queenstown;NZ;New Zealand;Corner Earl Street & Marine Parade;Queenstown New Zealand;http://www.novotel.com/gb/hotel-5308-novotel-queenstown-lakeside/index.shtml;-45.0333;168.662"
"Oaks Club Resort;4;77;Queenstown;NZ;New Zealand;171-179 Frankton Road;Queenstown New Zealand;http://www.oakshotelsresorts.com/oaks-club-resort/;-45.0341;168.679"
"Oaks Shores Apartment Queenstown;4;65;Queenstown;NZ;New Zealand;327-343 Frankton Road;Queenstown New Zealand;;-45.0298;168.686"
"Peppers Beacon;5;123;Queenstown;NZ;New Zealand;33 Lake Esplanade;Queenstown New Zealand;http://www.peppers.co.nz/beacon/;-45.0359;168.651"
"Pinewood Lodge;2;18;Queenstown;NZ;New Zealand;48 Hamilton Road;Queenstown New Zealand;http://www.pinewood.co.nz/;-45.0258;168.657"
"Pounamu Apartments;5;102;Queenstown;NZ;New Zealand;110 Frankton Road;Queenstown New Zealand;http://www.pounamuapartments.co.nz/;-45.0347;168.674"
"Punatapu;5;99999;Queenstown;NZ;New Zealand;1113 Glenorchy Rd;Queenstown New Zealand;http://punatapu.com/;-45.0693;168.528"
"Queenstown Country Lodge;3;313;Queenstown;NZ;New Zealand;497 Frankton - Ladies Mile Highway;Queenstown New Zealand;http://www.queenstowncountrylodge.co.nz/;-45.0384;168.64"
"Queenstown Gateway Apartments;4;111;Queenstown;NZ;New Zealand;1066 Frankton Road;Queenstown New Zealand;http://www.gateway.net.nz/;-45.0157;168.729"
"Queenstown Lakeview Holiday Park;3;97;Queenstown;NZ;New Zealand;Upper Brecon Street;Queenstown New Zealand;http://www.holidaypark.net.nz/;-45.0307;168.657"
"Queenstown Motel;4;127;Queenstown;NZ;New Zealand;62 Frankton Road;Queenstown New Zealand;http://www.queenstownmotel.com/;-45.0338;168.669"
"Queenstown Park Hotel;5;230;Queenstown;NZ;New Zealand;21 Robins Road;Queenstown New Zealand;http://www.queenstownparkhotel.co.nz/;-45.028;168.66"
