"hotelName;stars;price;cityName;countryCode;countryName;address;location;url;latitude;longitude"
"Hostal Amerindia Patagonia;1;49;Puerto Natales;CL;Chile;Barros Arana 135;Puerto Natales Chile;http://www.hostalelrincon.com/;-51.7172;-72.4844"
"Hostal Arkya;1;54;Puerto Natales;CL;Chile;Manuel Bulnes 1494;Puerto Natales Chile;;-51.7272;-72.5013"
"Hostal Coloane;1;49;Puerto Natales;CL;Chile;Ignacio carrera pinto 596;Puerto Natales Chile;;-51.7314;-72.5052"
"Hostal Francis Drake;2.5;57;Puerto Natales;CL;Chile;Phillipi 383;Puerto Natales Chile;http://hostalfrancisdrake.com/;-51.7248;-72.507"
"Hostal Reymar;3;57;Puerto Natales;CL;Chile;Baquedano 414;Puerto Natales Chile;;-51.7193;-72.4847"
"Hosteria Pehoe;1;99999;Torres del Paine;CL;Chile;Parque Nacional Torres del Paine;Torres del Paine Chile;;-51.0939;-72.9863"
"Hotel Cabanas del Paine;3;144;Torres del Paine;CL;Chile;Lote 17 Sector Rio Serrano;Torres del Paine Chile;http://www.torres-del-paine.org/;-51.2348;-72.9721"
"Hotel Costaustralis;4;130;Puerto Natales;CL;Chile;Pedro Montt 262;Puerto Natales Chile;http://www.hotelcostaustralis.com/en-us/;-51.7287;-72.5133"
"Hotel Glaciares;3;99999;Puerto Natales;CL;Chile;Eberhard 104;Puerto Natales Chile;http://www.hotelglaciares.com/;-51.7275;-72.5115"
"Hotel If Patagonia;3;119;Puerto Natales;CL;Chile;Magallanes 73;Puerto Natales Chile;http://www.hotelifpatagonia.com/english/home-english.html;-51.7195;-72.4848"
"Hotel Juan Ladrilleros;3;99999;Puerto Natales;CL;Chile;Pedro Montt street 161 Puerto Natales;Puerto Natales Chile;;-51.7251;-72.5111"
"Hotel Martin Gusinde;3;67;Puerto Natales;CL;Chile;Carlos Borias 278;Puerto Natales Chile;http://hotelmartingusinde.com/;-51.7261;-72.5091"
"Hotel Posada 3 Pasos;3;148;Puerto Natales;CL;Chile;Km 38 Ruta 9 Norte Torres Del Payne;Puerto Natales Chile;http://www.hotel3pasos.cl/;-51.6214;-72.4493"
"Hotel Temauken;3;149;Puerto Natales;CL;Chile;Ovejero 1123;Puerto Natales Chile;;-51.7323;-72.4874"
"Indigo Hotel & Spa;4;163;Puerto Natales;CL;Chile;Ladrilleros 105;Puerto Natales Chile;http://www.hotelindigoliverpool.co.uk/;-51.7321;-72.5096"
"Kau Lodge;3;99;Puerto Natales;CL;Chile;Pedro Montt 161;Puerto Natales Chile;;-51.7342;-72.5091"
"Keoken Bed & Breakfast Puerto Natales;4;125;Puerto Natales;CL;Chile;Señoret 267;Puerto Natales Chile;http://keokenpatagonia.com/;-51.7325;-72.5051"
"Patagonia Bed and Breakfast Puerto Natales;3;116;Puerto Natales;CL;Chile;Prolongacion Avenida España Huerto N 82;Puerto Natales Chile;http://www.bedbreakfasttraveler.com/Chile-bed-and-breakfasts/Patagonia-Bed-and-Breakfast_Puerto-Natales.htm;-51.731;-72.4802"
"Refugio Esmeralda;1;29;Puerto Natales;CL;Chile;Esmeralda 588;Puerto Natales Chile;;-51.7278;-72.4984"
"Remota Hotel Puerto Natales;4;733;Puerto Natales;CL;Chile;Borde mar 15;Puerto Natales Chile;http://www.remota.cl/;-51.7283;-72.5168"
"Residencial Carlitos;2.5;51;Puerto Natales;CL;Chile;Chorrillos 1005;Puerto Natales Chile;http://www.residencialcarlitos.cl/;-51.7299;-72.4963"
"Rio Serrano Hotel;4;99999;Torres del Paine;CL;Chile;Torres Del Paine;Torres del Paine Chile;http://www.hotelrioserrano.cl/;-51.2334;-72.9793"
"Saltos Del Paine Hotel Puerto Natales;3;99999;Puerto Natales;CL;Chile;Manuel Bulnes 156;Puerto Natales Chile;http://www.saltosdelpaine.cl/;-51.7195;-72.4844"
"The Singing Lamb;1;19;Puerto Natales;CL;Chile;Arauco 779;Puerto Natales Chile;http://www.thesinginglamb.com/;-51.7332;-72.4963"
"The Singular Patagonia;5;502;Puerto Natales;CL;Chile;Km 5 Norte Puerto Bories;Puerto Natales Chile;;-51.6915;-72.5341"
"Tin House Patagonia;2.5;45;Puerto Natales;CL;Chile;Miraflores 616;Puerto Natales Chile;http://tinhousepatagonia.com/;-51.7314;-72.5006"
"Weskar Patagonian Lodge;4;109;Puerto Natales;CL;Chile;Huerto # 274 B;Puerto Natales Chile;http://www.weskar.cl/;-51.7195;-72.4845"
"Yaganhouse;1;49;Puerto Natales;CL;Chile;Ohiggins 584;Puerto Natales Chile;;-51.7313;-72.5131"
"Costa Rio Apart Hotel;3;99999;Rio Gallegos;AR;Argentina;San Martín 673;Rio Gallegos Argentina;http://costarioaparthotel.com.ar/;-51.6216;-69.2156"
"Hotel Patagonia Rio Gallegos;4;99999;Rio Gallegos;AR;Argentina;Fagnano Nº 54;Rio Gallegos Argentina;http://hotel-patagonia.com/;-51.6213;-69.2173"
"Hotel Santa Cruz Rio Gallegos;3;99999;Rio Gallegos;AR;Argentina;Av. Roca 701;Rio Gallegos Argentina;http://www.hotelsantacruzrgl.com.ar/;-51.6226;-69.2124"
"Alto Calafate Hotel Patagonico El Calafate;4;125;El Calafate;AR;Argentina;Ruta Prov N 11;El Calafate Argentina;http://www.hotelaltocalafate.com.ar/;-50.3345;-72.231"
"Amancay Hostal;1;43;El Calafate;AR;Argentina;Gobernador Gregores 1457;El Calafate Argentina;;-50.3373;-72.2703"
"America del Sur Hostel El Calafate;3;14;El Calafate;AR;Argentina;PUERTO DESEADO 153;El Calafate Argentina;http://www.americahostel.com.ar/home_calafate_english.html;-50.3342;-72.2563"
"Aonikenk Bed & Breakfast;1.5;99999;El Calafate;AR;Argentina;Padre Agostini 27;El Calafate Argentina;http://aonikenk.com/;-50.3385;-72.2747"
"Apart Chalten;1.5;101;El Calafate;AR;Argentina;Av. Libertador 924;El Calafate Argentina;;-50.3376;-72.2619"
"APART HOTEL LIBERTADOR;3;70;El Calafate;AR;Argentina;Avenida Libertador 1150;El Calafate Argentina;;-50.3381;-72.2657"
"Best Western Ecovista Hotel El Calafate;3;99999;El Calafate;AR;Argentina;Avendia Jorge Newbery 439;El Calafate Argentina;http://www.hotel-rates.com/argentina/el-calafate/;-50.3374;-72.2537"
"Blanca Patagonia;3;94;El Calafate;AR;Argentina;P N Los Glaciares 149;El Calafate Argentina;http://blancapatagonia.com/;-50.3381;-72.3064"
"Cabanas Balcones De Los Andes;2;99999;El Calafate;AR;Argentina;Maximo Villalba 547;El Calafate Argentina;http://www.balconesdelosandes.com.ar/;-50.3445;-72.2864"
"Cabanas De Nene Aparts;3;113;El Calafate;AR;Argentina;Calle 303 Nr 171;El Calafate Argentina;http://www.cabanasdeneneaparts.com.ar/english/services;-50.3298;-72.2725"
"Calafate Parque Hotel El Calafate;4;115;El Calafate;AR;Argentina;Gobernador Gregores y 7 de Diciembre;El Calafate Argentina;http://www.calafateparque.com/;-50.3374;-72.2708"
"Casa Azul Familia Patagonica;1;54;El Calafate;AR;Argentina;Calle 84 N 3056;El Calafate Argentina;http://www.casaazul.com.ar/;-50.3426;-72.2991"
"Cauquenes de Nimez;3;62;El Calafate;AR;Argentina;Calle 303 N 79;El Calafate Argentina;http://www.cauquenesdenimez.com.ar/;-50.3296;-72.2714"
"Che Lagarto Hostel Calafate;2;38;El Calafate;AR;Argentina;Calle 25 de Mayo Nro. 311;El Calafate Argentina;http://www.chelagarto.com/index.php/en/hostel-in-calafate.html;-50.3348;-72.2672"
"Design Suites Calafate;4;101;El Calafate;AR;Argentina;Calle 94 Numero 190;El Calafate Argentina;http://www.designsuites.com/;-50.3189;-72.2497"
"Ecocamp Patagonia;3;162;Torres del Paine;CL;Chile;Parque Nacional Torres del Paine;Torres del Paine Chile;http://www.ecocamp.travel/;-50.9631;-72.8641"
"Edenia Punta Soberana Hotel;4;80;El Calafate;AR;Argentina;Manzana 642;El Calafate Argentina;http://hoteledenia.com/;-50.3153;-72.3134"
"El Calafate Apart;2;119;El Calafate;AR;Argentina;Rene Favaloro 3460;El Calafate Argentina;http://wikitravel.org/en/El_Calafate;-50.3349;-72.3053"
"El Galpon del Glaciar;3;162;El Calafate;AR;Argentina;Ruta 11 Km 22;El Calafate Argentina;http://www.elgalpondelglaciar.com.ar/;-50.3499;-72.5282"
"El Jardin De Los Presentes Apart;1;69;El Calafate;AR;Argentina;Guido Bonarelli 70;El Calafate Argentina;http://www.lospresentes.com.ar/;-50.3326;-72.2656"
"El Puente Aparts;1.5;46;El Calafate;AR;Argentina;Av. Del Libertador 647;El Calafate Argentina;http://www.hostelbookers.com/hostels/argentina/el-calafate/66072/;-50.3387;-72.257"
"EOLO Patagonias Spirit Hotel El Calafate;5;603;El Calafate;AR;Argentina;Prov. Road 11 Km 23;El Calafate Argentina;http://www.eolo.com.ar/home_eng.htm;-50.3662;-72.576"
"Esplendor El Calafate;4;102;El Calafate;AR;Argentina;Juan Domingo Peron 1143;El Calafate Argentina;http://www.esplendorelcalafate.com/;-50.3423;-72.2738"
"Estancia Nibepo Aike;3;235;El Calafate;AR;Argentina;Parque Nacional Los Glaciares;El Calafate Argentina;http://www.estanciasdesantacruz.com/NibepoAike/nibepoaike_e.htm;-50.571;-72.8558"
"Frai Toluca;2.5;99999;El Calafate;AR;Argentina;Av. Percin 1016 El Calafate;El Calafate Argentina;;-50.3417;-72.2686"
"Hostel Buenos Aires;1.5;13;El Calafate;AR;Argentina;Buenos Aires 296;El Calafate Argentina;http://www.buenosairesturismo.com.ar/;-50.3413;-72.2646"
"Hostel International Point;3;15;El Calafate;AR;Argentina;Av. Peron 1016;El Calafate Argentina;http://hostelinternationalpoint.com/;-50.3426;-72.2718"
"Hosteria Alto Verde;3;73;El Calafate;AR;Argentina;Antonio Zupic 138;El Calafate Argentina;http://www.villasverdes.com/;-50.3326;-72.2669"
"Hosteria Austral;2;54;El Calafate;AR;Argentina;San Juan Bosco 917;El Calafate Argentina;http://www.elcalafateaustralinn.com/;-50.3387;-72.2617"
"Hosteria Glaciares de la Patagonia;3;56;El Calafate;AR;Argentina;Calle Los Antiguos 194;El Calafate Argentina;http://www.glaciaresdelapatagonia.com/hosteria.html;-50.3327;-72.2524"
"Hosteria Hainen;3;62;El Calafate;AR;Argentina;Puerto Deseado 118;El Calafate Argentina;http://www.hosteriahainen.com/;-50.3373;-72.2598"
"Hosteria Kalken;3;99999;El Calafate;AR;Argentina;Calle Teniente Valentin Feilberg N° 119;El Calafate Argentina;;-50.3401;-72.2694"
"Hosteria Kau Kaleshen;2;89;El Calafate;AR;Argentina;Gdor. Gregores 1256;El Calafate Argentina;;-50.3372;-72.2677"
"Hosteria Kelta;3;59;El Calafate;AR;Argentina;Francisco M Pontoriero 109;El Calafate Argentina;;-50.343;-72.2691"
"Hosteria Koi Aiken;3;69;El Calafate;AR;Argentina;Calle 102 N. 3534 Calafate Argentina;El Calafate Argentina;;-50.3363;-72.3032"
"Hosteria La Estepa;2.5;78;El Calafate;AR;Argentina;Av. del Libertador General San Martin 5310;El Calafate Argentina;http://hosterialaestepa.net/;-50.3345;-72.3158"
"Hosteria Lago Tyndall;3;99999;Torres del Paine;CL;Chile;SECTOR RIO SERRANO S/N;Torres del Paine Chile;http://www.hoteltyndall.cl/;-50.9856;-72.5055"
"Hosteria Las Dunas;3;65;El Calafate;AR;Argentina;CALLE 200 751 Calafate;El Calafate Argentina;http://www.hosterialasdunas.com.ar/eng/;-50.3183;-72.2598"
"Hosteria Los Barrancos;3;70;El Calafate;AR;Argentina;Villa Parque Los Glaciares;El Calafate Argentina;http://hosterialoshielos.com/;-50.3459;-72.2487"
"Hosteria Los Canelos;3;59;El Calafate;AR;Argentina;Puerto San Julian 149;El Calafate Argentina;http://www.hosterialasdunas.com.ar/;-50.3347;-72.2536"
"Hosteria los Hielos;4;86;El Calafate;AR;Argentina;Rene Favaloro 3698;El Calafate Argentina;http://hosterialoshielos.com/;-50.3351;-72.3056"
"Hosteria Los Notros El Calafate;4;837;El Calafate;AR;Argentina;Glaciar Perito Moreno Calafate;El Calafate Argentina;http://www.losnotros.com/;-50.3444;-72.2807"
"Hosteria Lupama El Calafate;3;62;El Calafate;AR;Argentina;Calle 992 n° 19;El Calafate Argentina;http://hosterialoshielos.com/;-50.339;-72.2763"
"Hosteria Meulen;3;61;El Calafate;AR;Argentina;Calle 202 y 92;El Calafate Argentina;;-50.3225;-72.256"
"Hosteria Posta Sur;3;62;El Calafate;AR;Argentina;Puerto San Julian 490;El Calafate Argentina;http://www.hosteriapostasur.com.ar/;-50.3344;-72.2527"
"Hosteria Puerto San Julian;3;53;El Calafate;AR;Argentina;PUERTO SAN JULIAN 310;El Calafate Argentina;http://www.hosteriapsanjulian.com.ar/;-50.3348;-72.2531"
"Hosteria Rukahue;2;83;El Calafate;AR;Argentina;Glaciar Murallón 77;El Calafate Argentina;;-50.3423;-72.244"
"Hostería Schilling;2;52;El Calafate;AR;Argentina;Gobernador Paradelo 141;El Calafate Argentina;;-50.3397;-72.2618"
"Hosteria Sir Thomas;1;53;El Calafate;AR;Argentina;Espora 257;El Calafate Argentina;http://www.sirthomas.com.ar/;-50.3351;-72.2637"
"Hosteria Vientos Del Sur El Calafate;3;59;El Calafate;AR;Argentina;Rio Santa Cruz 2317;El Calafate Argentina;http://www.vientosdelsur.com/;-50.3436;-72.2817"
"Hotel Ariel;1;73;El Calafate;AR;Argentina;Avenida Libertador 1693;El Calafate Argentina;;-50.3391;-72.2756"
"Hotel Bahia Redonda;3;90;El Calafate;AR;Argentina;Calle 15 148;El Calafate Argentina;http://www.hotelbahiaredonda.com.ar/;-50.3397;-72.2819"
"Hotel El Mirador del Lago;4;98;El Calafate;AR;Argentina;Avenida Del Libertador 2047;El Calafate Argentina;http://www.miradordellago.com.ar/;-50.3393;-72.2807"
"Hotel Kosten Aike;4;136;El Calafate;AR;Argentina;Gobernador Moyano 1243;El Calafate Argentina;http://kostenaike.com.ar/;-50.336;-72.2677"
"Hotel Los Lagos;1;63;El Calafate;AR;Argentina;25 de Mayo 220;El Calafate Argentina;http://www.loslagoshotel.com.ar/;-50.3358;-72.2671"
"Hotel Rincon Del Calafate;3;59;El Calafate;AR;Argentina;Calle 700 Nro 273;El Calafate Argentina;http://rinconcalafate.com/;-50.3464;-72.2515"
"Howard Johnson Hotel Cerro Calafate;2;86;El Calafate;AR;Argentina;Villa Parque Los Glaciares;El Calafate Argentina;http://www.calafate.co.uk/hotelmap.aspx;-50.3445;-72.2501"
"Imago Hotel & Spa El Calafate;4;151;El Calafate;AR;Argentina;Calle 669 No. 40;El Calafate Argentina;http://www.welcometoimago.com/;-50.3358;-72.3122"
"Kau Yatun;4;127;El Calafate;AR;Argentina;Estancia 25 de Mayo;El Calafate Argentina;http://www.kauyatun.com/index_eng.php;-50.3453;-72.2515"
"Koi-Mahik Hotel El Calafate;3;50;El Calafate;AR;Argentina;Capitan Soto 3867;El Calafate Argentina;http://www.hotelsaccommodation.com.au/El_Calafate-Argentina/;-50.3366;-72.3091"
"Konke Hotel & Sabores;3;67;El Calafate;AR;Argentina;Cambaceres 392;El Calafate Argentina;http://www.konke.com.ar/;-50.3399;-72.2479"
"La Cantera Boutique Hotel El Calafate;4;61;El Calafate;AR;Argentina;306th Street 173;El Calafate Argentina;http://www.hotels.com/ho261675/la-cantera-boutique-hotel-el-calafate-argentina/;-50.345;-72.2677"
"Lar Aike Hotel;3;78;El Calafate;AR;Argentina;Avenida Libertador 2681;El Calafate Argentina;http://kostenaike.com.ar/;-50.3411;-72.29"
"Las Avutardas Hosteria;1;64;El Calafate;AR;Argentina;Av Del Libertador 1737;El Calafate Argentina;http://www.lasavutardas.com.ar/;-50.3387;-72.2746"
"Las Torres Patagonia;4;99999;Torres del Paine;CL;Chile;Estancia Cerro Paine;Torres del Paine Chile;http://www.lastorres.com/;-50.9732;-72.8755"
"Linda Vista Apart Hotel El Calafate;3;85;El Calafate;AR;Argentina;Avenida Padre Agostini 71;El Calafate Argentina;http://lindavistahotel.com.ar/;-50.3376;-72.2743"
"Los Fresnos Hosteria El Calafate;3;61;El Calafate;AR;Argentina;De Los Fresnos 3327;El Calafate Argentina;http://www.losnotros.com/;-50.3401;-72.3015"
"Los Ponchos Apart Boutique;3;98;El Calafate;AR;Argentina;Los Alamos 3321 - Manantiales;El Calafate Argentina;http://www.losponchosapart.com.ar/english.html;-50.3406;-72.3026"
"Los Sauces Casa Patagonica;5;212;El Calafate;AR;Argentina;Los Gauchos 1352/ 70;El Calafate Argentina;http://www.casalossauces.com/;-50.335;-72.2694"
"Marcopolo Inn El Calafate;2;19;El Calafate;AR;Argentina;Calle 405 No. 82;El Calafate Argentina;http://www.marcopoloinncalafate.com/;-50.3335;-72.2532"
"Marcopolo Suites Calafate;3;45;El Calafate;AR;Argentina;Avenida Jorge Newbery 439;El Calafate Argentina;http://www.marcopoloinncalafate.com/;-50.3374;-72.2548"
"Michelangelo Hotel;3;88;El Calafate;AR;Argentina;Gobernador Moyano 1020;El Calafate Argentina;http://www.michelangelohotel.com.ar/;-50.3357;-72.2639"
"Miyazato Inn;1;99999;El Calafate;AR;Argentina;Egidio Feruglio 150;El Calafate Argentina;;-50.3402;-72.2705"
"Paraiso Patagonico Cabanas El Calafate;3;99999;El Calafate;AR;Argentina;Calle 1015 N° 82 - Villa Parque Los Glaciares;El Calafate Argentina;http://www.paraisopatagonico.com/;-50.3452;-72.246"
"Patagonia Park Plaza Unique Hotel;4;76;El Calafate;AR;Argentina;Calle 998 Numero 50;El Calafate Argentina;http://www.uniquehotels.com.ar/luxury-patagonia/hotel;-50.3446;-72.2504"
"Patagonia Queen;3;133;El Calafate;AR;Argentina;Av Padre Agostini 49;El Calafate Argentina;http://www.patagonias.net/Cities/Hotels/ElCalafate.htm;-50.3342;-72.2739"
"Patagonia Rebelde;3;91;El Calafate;AR;Argentina;José Haro 442;El Calafate Argentina;;-50.3383;-72.2518"
"Picos Del Sur;3;57;El Calafate;AR;Argentina;Puerto San Julian 271;El Calafate Argentina;http://www.hotelpicosdelsur.com.ar/index.php;-50.3347;-72.2535"
"Posada Karut Josh;2;65;El Calafate;AR;Argentina;Calle 12 Nr. 1887;El Calafate Argentina;http://www.posadakarutjosh.com.ar/datos.html;-50.3402;-72.2705"
"Posada Los Alamos;5;129;El Calafate;AR;Argentina;Ing. Hector M. Guatti 1350;El Calafate Argentina;http://www.posadalosalamos.com/;-50.3361;-72.2692"
"Posada Nakel Yenu El Calafate;2;99999;El Calafate;AR;Argentina;Calle Pto. San Julián nº 244;El Calafate Argentina;http://www.hostelbookers.com/hostels/argentina/el-calafate/4870/;-50.3352;-72.2551"
"Posada Newenkelen;2;57;El Calafate;AR;Argentina;Puerto Deseado 223;El Calafate Argentina;;-50.3333;-72.2552"
"Quijote Hotel;3;98;El Calafate;AR;Argentina;GOBERNADOR GREGORES 1155;El Calafate Argentina;http://www.quijotehotel.com.ar/;-50.337;-72.266"
"RH Rochester Calafate;4;75;El Calafate;AR;Argentina;Avenue Libertador 3614;El Calafate Argentina;http://hotel-rh-rochester-calafate.com/;-50.3363;-72.3061"
"Rincon de Los Suenos;4;62;El Calafate;AR;Argentina;Jorge Newbery 367;El Calafate Argentina;;-50.336;-72.2503"
"Roble Sur;3;102;El Calafate;AR;Argentina;Glaciar Río Túnel 210 Villa Parque los Glacieres;El Calafate Argentina;http://www.roblesur.com.ar/;-50.3426;-72.2419"
"Santa Monica Aparts;3;87;El Calafate;AR;Argentina;Josefa Freile 42;El Calafate Argentina;http://www.santamonicaaparts.com.ar/spanish/default.html;-50.3386;-72.2597"
"Shehuen Hotel;3;72;El Calafate;AR;Argentina;Rio Santa Cruz 2340;El Calafate Argentina;;-50.3433;-72.2855"
"Sierra Nevada Hotel El Calafate;3;88;El Calafate;AR;Argentina;Av. del Libertador 1888;El Calafate Argentina;http://www.sierranevada.com.ar/;-50.3394;-72.2788"
"Solares Del Sur;3;60;El Calafate;AR;Argentina;De los Fresnos 3362;El Calafate Argentina;http://www.solaresdelsur.com/eng/aparts-cabanas.html;-50.3397;-72.3019"
"Tehuel Plaza Hotel El Calafate;4;83;El Calafate;AR;Argentina;Calle 202 N° 597;El Calafate Argentina;http://www.calafate.co.uk/hotelmap.aspx;-50.3241;-72.2599"
"Terraza Coirones Hotel Boutique;3;67;El Calafate;AR;Argentina;Calle 92 No. 65;El Calafate Argentina;http://www.terrazacoirones.com.ar/;-50.3181;-72.2491"
"Terrazas del Calafate Hotel;4;69;El Calafate;AR;Argentina;Calle De Los Alamos 2709;El Calafate Argentina;http://terrazasdelcalafate.com.ar/;-50.3421;-72.2984"
"Tierra Patagonia;5;1184;Torres del Paine;CL;Chile;On the edge of Torres del Paine National Park Southern Patagonia;Torres del Paine Chile;http://www.tierrapatagonia.com/;-50.9816;-72.4992"
"Xelena Deluxe Suites Hotel;5;155;El Calafate;AR;Argentina;René Favaloro 3548;El Calafate Argentina;http://hotelxelena.com/;-50.3353;-72.3038"
"Estancia La Estela;1;99999;Charles Fuhr;AR;Argentina;Ruta Nac. 40 y Paso del Río La Leona Lago Viedma;Charles Fuhr Argentina;http://solazapallero.blogspot.com/2009/06/la-sociedad-rural-argentina-la-fuerza.html;-50.306;-71.8619"
"Albergue Lo De Trivi;2;17;El Chalten;AR;Argentina;Av. San martin 675;El Chalten Argentina;http://www.vivatravelguides.com/south-america/argentina/patagonia/argentinas-ruta-40-traveling-the-backroad/el-chalten/el-chalten-hotels/lo-de-tomy/;-49.3262;-72.8923"
"Aoni Yenu;3;296;El Chalten;AR;Argentina;Ruta 23 Km 17 Camino Lago Del Desierto;El Chalten Argentina;;-49.3232;-72.8906"
"Ayres del Fitz;3;68;El Chalten;AR;Argentina;Ricardo Arbilla 124;El Chalten Argentina;http://www.airesdelfitz.com.ar/principaleng2.htm;-49.3248;-72.8946"
"Cabanas Cerro Torre;1.5;99999;El Chalten;AR;Argentina;Halvorsen 110;El Chalten Argentina;http://www.cerrotorre.com.ar/;-49.3324;-72.8828"
"Cabanas Rivendel;1;88;El Chalten;AR;Argentina;Av. San Martin 640;El Chalten Argentina;;-49.3257;-72.8898"
"Complejo Turistico Lo De Tomy;3;148;El Chalten;AR;Argentina;San Martin 480;El Chalten Argentina;http://www.lodetomy.com.ar/v2/;-49.3256;-72.8919"
"Condor de los Andes;2;80;El Chalten;AR;Argentina;Av. Rio De Las Vueltas S/N;El Chalten Argentina;http://www.condordelosandes.com/albergue_en.html;-49.3232;-72.8909"
"Estancia La Quinta;4;98;El Chalten;AR;Argentina;Ruta 23 - Lote 181;El Chalten Argentina;http://www.estancialaquinta.com.ar/welcome.htm;-49.358;-72.8698"
"Helsingfors Hosteria;1.5;603;El Chalten;AR;Argentina;Lago Viedma - Parque Nacional Los Glaciares - A 180 km. al sudoeste de;El Chalten Argentina;;-49.6691;-72.8723"
"Hosteria Fitz Roy Inn;2;95;El Chalten;AR;Argentina;Av. San Martin 451;El Chalten Argentina;http://www.hosteriafitzroyinn.com.ar/fitzroy/hosteria.html;-49.3314;-72.8845"
"Hosteria Infinito Sur;3;71;El Chalten;AR;Argentina;Riquelme 208;El Chalten Argentina;http://infinitosurelchalten.com/eng/inicio.php;-49.3271;-72.8899"
"Hosteria Kau Si Aike;3;99999;El Chalten;AR;Argentina;Av. Lago del Desierto 365;El Chalten Argentina;;-49.3232;-72.8906"
"Hosteria Kaulem;2;185;El Chalten;AR;Argentina;Antonio Rojo y Comandante Arrua;El Chalten Argentina;;-49.3304;-72.8921"
"Hosteria Senderos;3;144;El Chalten;AR;Argentina;Perito Moreno 35;El Chalten Argentina;;-49.333;-72.8839"
"Hotel Destino Sur;4;143;El Chalten;AR;Argentina;Lionel Terray 370;El Chalten Argentina;http://www.kitesurfingarubakiteboarding.com/;-49.3232;-72.8906"
"Hotel Glaciar Marconi;1.5;10;El Chalten;AR;Argentina;Antonio Rojo 87;El Chalten Argentina;http://hotelglaciarmarconi.com/;-49.3317;-72.8835"
"Hotel Lunajuim;3;94;El Chalten;AR;Argentina;Trevisan 45;El Chalten Argentina;http://lunajuim.com/;-49.3286;-72.8907"
"Hotel Poincenot;3;106;El Chalten;AR;Argentina;Av San Martin 668;El Chalten Argentina;;-49.3247;-72.8927"
"Inlandsis Guesthouse;1;59;El Chalten;AR;Argentina;Lago del Desierto 480;El Chalten Argentina;;-49.3294;-72.8834"
"Kalenshen;3;114;El Chalten;AR;Argentina;Lionel Terray 50;El Chalten Argentina;;-49.3306;-72.8898"
"La Aldea Hotel El Chalten;3;66;El Chalten;AR;Argentina;Avenida Guemes 95;El Chalten Argentina;http://www.hotels.com/ho366473/hotel-la-aldea-el-chalten-argentina/;-49.333;-72.8856"
"La Guanaca;2;89;El Chalten;AR;Argentina;Avenida Antonio Rojo y Eiquelme;El Chalten Argentina;;-49.3312;-72.8881"
"Los Cerros;4;288;El Chalten;AR;Argentina;San Martin 260;El Chalten Argentina;http://www.loscerrosdelchalten.com/?lang=en;-49.3287;-72.8909"
"Parador y Hotel de Campo La Leona;1;78;El Chalten;AR;Argentina;Ruta 40 y Paso del Rio La Leona;El Chalten Argentina;http://www.estancialaestela.com.ar/actividades.html;-49.8247;-72.0305"
"Posada El Barranco;2;75;El Chalten;AR;Argentina;Calle2 Nº 45;El Chalten Argentina;http://www.posadaelbarranco.com/;-49.3232;-72.8906"
"Pudu Lodge;3;93;El Chalten;AR;Argentina;Las Loicas 97 El Chaltén;El Chalten Argentina;http://www.pudulodge.com/english/pudulodge_rates.htm;-49.3233;-72.8905"
"Rancho Grande Hostel;2;65;El Chalten;AR;Argentina;Av San Martin 724;El Chalten Argentina;http://www.ranchograndehostel.com/?l=en;-49.3244;-72.893"
"Thiamalu;1;99999;El Chalten;AR;Argentina;Av. Lago Del Desierto 99;El Chalten Argentina;http://www.thiamalu.com.ar/;-49.3213;-72.8939"
"El Mirador De Guadal;3;99999;Puerto Guadal;CL;Chile;Camino A Chile Chico Km 2;Puerto Guadal Chile;http://elmiradordeguadal.com/;-46.8454;-72.6928"
"Hacienda Tres Lagos Hotel Puerto Guadal;4;99999;Puerto Guadal;CL;Chile;Carretera Austral km 274;Puerto Guadal Chile;;-46.845;-72.6835"
"Mallin Colorado Ecolodge;4;99999;Puerto Guadal;CL;Chile;Carretera Austral Sur km. 273;Puerto Guadal Chile;http://www.mallincolorado.cl/;-46.8433;-72.706"
"Hosteria Posada del Rio;3;87;Chile Chico;CL;Chile;Cam. Internacional Chile-argentina Km. 5;Chile Chico Chile;http://www.torres-del-paine.org/;-46.5386;-71.7149"
"45 on Avenal;3;97;Invercargill;NZ;New Zealand;45 Avenal Street;Invercargill New Zealand;http://www.45onavenal.co.nz/;-46.3999;168.346"
"Ascot Park Hotel;4;80;Invercargill;NZ;New Zealand;Corner of Tay Street & Racecourse Road;Invercargill New Zealand;http://www.ascotparkhotel.co.nz/;-46.406;168.392"
"Ashlar Motel Invercargill;4;99999;Invercargill;NZ;New Zealand;81 Queens Drive;Invercargill New Zealand;http://www.ashlarmotel.co.nz/;-46.4091;168.362"
"Asure Evergreen Motel;3;94;Invercargill;NZ;New Zealand;217 North Road;Invercargill New Zealand;http://evergreenmotel.co.nz/accommodation/;-46.38;168.348"
"Balmoral Lodge Motel;4;96;Invercargill;NZ;New Zealand;265 Tay Street;Invercargill New Zealand;http://www.balmoralmotel.co.nz/contact.html;-46.413;168.365"
"Bavarian Motel;4;101;Invercargill;NZ;New Zealand;444 North Road Waikiwi;Invercargill New Zealand;http://www.bavarianmotel.co.nz/;-46.3696;168.347"
"Bay Motel Stewart Island;4;134;Stewart Island;NZ;New Zealand;9 Dundee Street;Stewart Island New Zealand;http://www.baymotel.co.nz/;-46.8987;168.125"
