"hotelName;stars;price;cityName;countryCode;countryName;address;location;url;latitude;longitude"
"Rydges Bell City Hotel & Residences;4;111;Melbourne;AU;Australia;215 Bell Street Preston;Melbourne Victoria Australia;http://www.rydges.com/hotel/RVPRES/Rydges-Bell-City-Hotel.htm;-37.746;145.009"
"Sanctuary House Resort Motel Healesville Melbourne;3.5;99999;Melbourne;AU;Australia;326 Badger Creek Road Healesville;Melbourne Victoria Australia;http://www.sanctuaryhouse.com.au/;-37.6772;145.533"
"Sanctuary Park Cottages;4;171;Melbourne;AU;Australia;85 Badger Avenue;Melbourne Victoria Australia;http://www.sanctuarypark.com.au/;-37.6918;145.533"
"Sandown Regency;3;87;Melbourne;AU;Australia;477 Princes Highway Noble Park;Melbourne Victoria Australia;http://www.sandownregency.com.au/;-37.9552;145.181"
"Select Burnham Beeches Hotel Melbourne;3;99999;Melbourne;AU;Australia;1 Sherbrooke Road Sherbrooke;Melbourne Victoria Australia;http://melbourneblogger.blogspot.com/2010/11/australias-own-deco-treasure-burnham.html;-37.8765;145.356"
"Serenity At Healesville;5;177;Melbourne;AU;Australia;51a St Leonards Road;Melbourne Victoria Australia;http://www.serenityhealesville.com.au/contact-us.php;-37.6451;145.524"
"Silverstream Bed & Breakfast Cottages Buxton (Australia);4;225;Buxton (Australia);AU;Australia;1 Mareeba Avenue VIC 3711;Buxton (Australia) Victoria Australia;http://silverstreamcottages.com.au/home.htm;-37.4268;145.706"
"Silverwater Holiday Flats Eildon;2;99999;Eildon;AU;Australia;4 South Crescent;Eildon Victoria Australia;http://www.holidaylettings.co.uk/victoria -australia/;-37.2377;145.903"
"Sleep and Go Hotel Melbourne;3;54;Melbourne;AU;Australia;205 Bell St Preston;Melbourne Victoria Australia;http://www.sleepandgo.com.au/;-37.7458;145.009"
"Stonelea Country Estate;3;99999;Alexandra (Australia);AU;Australia;Connellys Creek Road;Alexandra (Australia) Victoria Australia;http://www.stonelea.com.au/;-37.1893;145.711"
"Strath Valley View Bed and Breakfast Strath Creek;4;99999;Strath Creek;AU;Australia;1204 King Parrot Creek Road;Strath Creek Victoria Australia;http://www.strathvalleyview.com.au/;-37.2349;145.219"
"Sugarloaf Motel Broadford;3.5;99999;Broadford;AU;Australia;Corner High and Short Street;Broadford Victoria Australia;http://www.sugarloafmotel.com.au/;-37.203;145.056"
"Sundowner Jika International;3;102;Melbourne;AU;Australia;551 Heidelberg Road Fairfield;Melbourne Victoria Australia;http://www.jika.com.au/contact.aspx;-37.7822;145.023"
"Sunway Farm Bed & Breakfast Melbourne;4;154;Melbourne;AU;Australia;19 Bridges Road Healesville;Melbourne Victoria Australia;http://www.sunwaybandb.com.au/;-37.6453;145.489"
"Susans in the Valley;4.5;308;Melbourne;AU;Australia;108-110 Badger Creek Rd Healesville;Melbourne Victoria Australia;;-37.6678;145.528"
"The Gatehouse at Villa Raedward;4.5;220;Melbourne;AU;Australia;26 Melba Highway;Melbourne Victoria Australia;http://www.villaraedward.com.au/;-37.7038;145.383"
"The Keepers Cottages Melbourne;3;99999;Melbourne;AU;Australia;3324 Warburton Highway Warburton;Melbourne Victoria Australia;http://thekeeperscottageswarburton.street-directory.com.au/;-37.7552;145.683"
"The Loft in the Mill;4;127;Melbourne;AU;Australia;1-3 Harold Street (corner of Mt Dandenong Tourist Road) Olinda;Melbourne Victoria Australia;http://loftinthemill.citysearch.com.au/;-37.8555;145.364"
"The Sebel Heritage Yarra Valley;4;181;Melbourne;AU;Australia;Heritage Avenue;Melbourne Victoria Australia;http://thevenuezone.com.au/venues-functions-centres-melbourne.php?id=482;-37.7186;145.299"
"The Waverley International Hotel;4;115;Melbourne;AU;Australia;301 Springvale Road;Melbourne Victoria Australia;http://www.thewaverley.com/;-37.8838;145.165"
"The York on Lilydale Resort Melbourne;3.5;99999;Melbourne;AU;Australia;Cnr. York & Swansea Road Mount Evelyn;Melbourne Victoria Australia;http://www.yorkonlilydale.com.au/;-37.7968;145.36"
"Timbertop Lodge Melbourne;4;98;Melbourne;AU;Australia;3 Silvan Court Emerald;Melbourne Victoria Australia;http://www.atimbertoplodge.com.au/;-37.937;145.47"
"Toorak Manor - a Quality Inn;4;107;Melbourne;AU;Australia;220 Williams Road Toorak;Melbourne Victoria Australia;http://www.toorakmanor.net/;-37.8452;145.004"
"Twelve on Victor Bed & Breakfast Melbourne;4;99999;Melbourne;AU;Australia;12 Victor St. Beaumaris;Melbourne Victoria Australia;http://www.hotelsaccommodation.com.au/Twelve_on_Victor_Bed_Breakfast_Beaumaris.htm;-37.9839;145.035"
"Tyneside Gatehouse;4.5;230;Melbourne;AU;Australia;3 Ladd Square Mount Dandenong Ranges;Melbourne Victoria Australia;;-37.953;145.468"
"Victoria House Motor Inn Melbourne;4;143;Melbourne;AU;Australia;331 Maroondah Highway Croydon;Melbourne Victoria Australia;http://www.victoriahouse.com.au/;-37.7792;145.291"
"Warburton Motel;3;92;Melbourne;AU;Australia;4 Donna Buang Road Yarra Valley;Melbourne Victoria Australia;http://warburtonmotel.com.au/;-37.7523;145.705"
"Wild Cattle Creek Estate Accommodation Melbourne;4;172;Melbourne;AU;Australia;473 Warburton Hwy Seville;Melbourne Victoria Australia;http://www.wildcattlecreek.com.au/;-37.7791;145.446"
"Wild Patch Retreat Melbourne;3;190;Melbourne;AU;Australia;13 Nicholson Street Olinda;Melbourne Victoria Australia;http://www.wildpatch.com.au/;-37.8558;145.36"
"Woodlands Rainforest Retreat;4.5;918;Narbethong;AU;Australia;137 Manby Road Yarra Valley;Narbethong Victoria Australia;;-37.5629;145.642"
"Woolrich Historic Garden Accommodation;4;219;Melbourne;AU;Australia;20 Woolrich Road;Melbourne Victoria Australia;http://www.woolrichretreat.com.au/?p=packages;-37.8611;145.379"
"Yarra Glen Grand Hotel Melbourne;3.5;131;Melbourne;AU;Australia;19 Bell Street Yarra Glen;Melbourne Victoria Australia;http://www.yarravalleygrand.com.au/;-37.6587;145.374"
"Yarra Glenn Bed and Breakfast;2;114;Melbourne;AU;Australia;112 Yarra Glen Road;Melbourne Victoria Australia;http://www.yarraglenbnb.com.au/;-37.6588;145.368"
"Yarra Valley Guest House;4;99999;Melbourne;AU;Australia;319 Steels Creek Road;Melbourne Victoria Australia;http://www.visityarravalley.com.au/;-37.6198;145.372"
"Yarra Valley Motel Melbourne;3;121;Melbourne;AU;Australia;420 Maroondah Highway Lilydale;Melbourne Victoria Australia;http://www.yarravalleymotel.com.au/;-37.7574;145.348"
"Yea Motel;3.5;99999;Yea;AU;Australia;8 Miller St;Yea Victoria Australia;http://www.yeamotel.com.au/;-37.2122;145.43"
"Yering Gorge Cottages Melbourne;4;172;Melbourne;AU;Australia;215 Victoria Road Yering;Melbourne Victoria Australia;http://www.yeringcottages.com.au/;-37.7006;145.345"
"Alpine Country Cottages;5;99999;Mansfield;AU;Australia;7 The Parade;Mansfield Victoria Australia;http://www.alpinecountrycottages.com.au/?page_id=2;-37.0579;146.093"
"Arlberg Hotel Mt Buller;3;99999;Mount Buller;AU;Australia;189 Summit Road;Mount Buller Victoria Australia;http://www.arlberg.com.au/;-37.1461;146.444"
"Breathtaker All Suite Hotel & Alpine Spa Retreat;4;99999;Mount Buller;AU;Australia;8 Breathtaker Road;Mount Buller Victoria Australia;http://www.breathtaker.com.au/;-37.1472;146.446"
"Burnt Creek Cottages;4.5;144;Mansfield;AU;Australia;68 OHanlon Road;Mansfield Victoria Australia;http://www.burntcreekcottages.com.au/;-37.0903;146.003"
"Buttercup Cottage and Private Apartment;4;158;Merrijig;AU;Australia;271 Buttercup Road VIC 3723;Merrijig Victoria Australia;;-37.0868;146.245"
"Comfort Resort Alzburg;3;144;Mansfield;AU;Australia;39 Malcolm Street (PO Box 222) Mansfield Victoria 3722;Mansfield Victoria Australia;http://www.alzburg.com.au/;-37.0579;146.088"
"Delatite Apartments Merrijig;3;99999;Boorolite;AU;Australia;High Street;Boorolite Victoria Australia;http://www.elmatmerrijig.com.au/index.htm;-37.1038;146.262"
"Duck Inn Mt Buller;3.5;99999;Mount Buller;AU;Australia;18 Goal Post Road;Mount Buller Victoria Australia;http://www.duckinnmtbuller.com/mt-buller-information.html;-37.1454;146.455"
"Grand Mercure Pinnacle Valley;4;128;Merrijig;AU;Australia;1 Mimosa Drive;Merrijig Victoria Australia;http://www.grandmercureapartments.com.au/6396;-37.1097;146.337"
"Happy Days Accommodation Tinamba;3;99999;Tinamba;AU;Australia;9 Newry Road;Tinamba Victoria Australia;http://www.happydaysaccommodation.com/;-37.9608;146.891"
"Highton Manor;4;99999;Mansfield;AU;Australia;140 Highton Lane;Mansfield Victoria Australia;http://www.hightonmanor.com.au/;-37.0736;146.093"
"Kallarroo Lakefront Homes Eildon;3;99999;Eildon;AU;Australia;40 Howqua Point Rd Howqua Inlet;Eildon Victoria Australia;http://www.lakeeildon-accommodation.com.au/;-37.2318;146.111"
"Mansfield Motel;4;150;Mansfield;AU;Australia;9 Highett Street;Mansfield Victoria Australia;http://www.mansfieldmotel.com.au/;-37.0505;146.088"
"Mansfield Valley Motor Inn;3;149;Mansfield;AU;Australia;Cnr Maroondah Highway and Elvins Street;Mansfield Victoria Australia;http://www.mansfieldvalley.com.au/;-37.0515;146.081"
"Merrijig Motor Inn Resort;3;133;Merrijig;AU;Australia;1915 Mt Buller Road;Merrijig Victoria Australia;http://www.merrijigmotorinnresort.com.au/;-37.1081;146.265"
"Moosehead Lodge;3;99999;Tanjil Bren;AU;Australia;Tramline Road;Tanjil Bren Victoria Australia;http://www.mooseheadlodge.com.au/;-37.8232;146.177"
"Mount Buller Chalet Hotel and Suites;4;99999;Mount Buller;AU;Australia;Summit Road;Mount Buller Victoria Australia;http://www.mtbullerchalet.com.au/;-37.1459;146.44"
"Ski Club Of Victoria Lodges Mount Buller;3.5;99999;Mount Buller;AU;Australia;195 New Summit Road;Mount Buller Victoria Australia;http://www.mtbuller.com.au/;-37.1455;146.446"
"Star Hotel Walhalla;4;99999;Walhalla;AU;Australia;Main Road;Walhalla Victoria Australia;http://www.starhotel.com.au/;-37.9415;146.452"
"Tisdall Lodge;3;99999;Walhalla;AU;Australia;141 Main road;Walhalla Victoria Australia;;-37.9396;146.451"
"5 Knots Metung Hotel;5;149;Metung;AU;Australia;42 Metung Road;Metung Victoria Australia;http://5knots.com.au/;-37.8939;147.854"
"Abel Tasman Motor Lodge Lakes Entrance;3.5;99999;Lakes Entrance;AU;Australia;643 Esplanade;Lakes Entrance Victoria Australia;http://www.lakesentrance.com/;-37.8773;147.999"
"Allambi Holiday Apartments Lakes Entrance;3;92;Lakes Entrance;AU;Australia;34 Carpenter Street;Lakes Entrance Victoria Australia;http://www.allambi.com.au/;-37.8771;147.992"
"Bairnsdale Motel;4;158;Lucknow (Australia);AU;Australia;42 Great Alpine Road;Lucknow (Australia) Victoria Australia;http://www.bairnsdalemotel.com.au/;-37.8153;147.649"
"Bamboo Motor Inn;3;99999;Lakes Entrance;AU;Australia;167 Espalanade;Lakes Entrance Victoria Australia;http://www.bamboomotorinn.com.au/;-37.8816;147.979"
"Bellevue on the Lakes;4;166;Lakes Entrance;AU;Australia;201 Esplanade;Lakes Entrance Victoria Australia;http://www.bellevuelakes.com/;-37.8827;147.975"
"BEST WESTERN Banjo Paterson Motor Inn;3.5;120;Lakes Entrance;AU;Australia;131 The Esplanade;Lakes Entrance Victoria Australia;http://banjopaterson.bestwestern.com.au/;-37.8819;147.978"
"BEST WESTERN Coastal Waters Motor Inn;3.5;139;Lakes Entrance;AU;Australia;635 Esplanade;Lakes Entrance Victoria Australia;http://coastalwaters.bestwestern.com.au/;-37.8775;147.998"
"BEST WESTERN Colonial Motor Inn;3;139;Bairnsdale;AU;Australia;335 Main Street;Bairnsdale Victoria Australia;http://colonialbairnsdale.bestwestern.com.au/;-37.8294;147.618"
"Breakfast by the Lake;5;99999;Lakes Entrance;AU;Australia;No. 30 Tarra Drive;Lakes Entrance Victoria Australia;http://www.breakfastbythelake.com.au/;-37.8617;147.984"
"Chestnut Hill Country Retreat Swan Reach;4;236;Swan Reach;AU;Australia;20 Bylands Court;Swan Reach Victoria Australia;http://www.chestnuthill.com.au/home.htm;-37.8284;147.863"
"Clovelly House;2;99999;Metung;AU;Australia;5 Essington Close;Metung Victoria Australia;;-37.8896;147.854"
"Comfort Inn & Suites Emmanuel;4;150;Lakes Entrance;AU;Australia;151 Esplanade;Lakes Entrance Victoria Australia;http://www.comfortinn.com/;-37.8816;147.979"
"Comfort Inn Kansas City Bairnsdale;3;87;Bairnsdale;AU;Australia;310 Main Street;Bairnsdale Victoria Australia;http://www.comfortinnkansascity.com.au/;-37.827;147.625"
"Comfort Inn Riversleigh;3.5;139;Bairnsdale;AU;Australia;1 Nicholson Street;Bairnsdale Victoria Australia;;-37.8246;147.634"
"Dalfruin B&B;4;113;Bairnsdale;AU;Australia;18 McCulloch Street;Bairnsdale Victoria Australia;;-37.822;147.622"
"Deja Vu Accommodation Kalimna;4;99999;Kalimna;AU;Australia;Clara Street;Kalimna Victoria Australia;;-37.8776;147.979"
"Deja Vu Bed & Breakfast;2;99999;Kalimna;AU;Australia;17 Clara Street;Kalimna Victoria Australia;http://dejavu1.homestead.com/;-37.8775;147.98"
"Echo Beach Tourist Park Accommodation Lakes Entrance;3.5;99999;Lakes Entrance;AU;Australia;31 - 33 Roadknight Street;Lakes Entrance Victoria Australia;http://echobeachpark.com/;-37.8759;147.999"
"Econo Lodge Absolute Lakes Entrance;3;64;Lakes Entrance;AU;Australia;3300 Princes Highway Kalimna;Lakes Entrance Victoria Australia;http://www.econolodge.com/sitemap-australia-AU;-37.8714;147.959"
"Esplanade Waterfront Resort & Spa;4;163;Lakes Entrance;AU;Australia;1 The Esplanade;Lakes Entrance Victoria Australia;http://www.esplanaderesort.com.au/;-37.8825;147.974"
"Harbour Views Apartments Lakes Entrance;5;99999;Lakes Entrance;AU;Australia;247 Esplanade;Lakes Entrance Victoria Australia;http://www.lakesharbourviews.com.au/;-37.8809;147.982"
"Kalimna Woods Cottages;4;129;Lakes Entrance;AU;Australia;Kalimna Jetty Road Lakes Entrance;Lakes Entrance Victoria Australia;http://www.kalimnawoods.com.au/;-37.8776;147.958"
"Kananook Heritage House;5;99999;Bairnsdale;AU;Australia;2 Riley Street;Bairnsdale Victoria Australia;http://www.waterholesguesthouse.com.au/contact_us.htm;-37.8176;147.592"
"Kickback Cottages Lakes Entrance;3;103;Lakes Entrance;AU;Australia;32 Roadknight Street;Lakes Entrance Victoria Australia;http://www.kickbackcottages.com.au/;-37.8767;147.998"
"Lake King Waterfront Caravan Park Cabins Eagle Point;2.5;99999;Eagle Point;AU;Australia;67 Bay Road;Eagle Point Victoria Australia;http://www.lakekingwaterfront.com.au/;-37.8969;147.688"
"Lakes Entrance Country Cottages;3.5;99999;Swan Reach;AU;Australia;303 Colquhoun Road;Swan Reach Victoria Australia;;-37.8364;147.989"
"Lakes Entrance Heyfield Motel & Apartments;3.5;87;Lakes Entrance;AU;Australia;115 Esplanade;Lakes Entrance Victoria Australia;http://www.heyfieldmotel.com.au/;-37.8819;147.978"
"Lakes Entrance Holiday Units;3;76;Lakes Entrance;AU;Australia;Cnr Myer & Church Streets;Lakes Entrance Victoria Australia;http://www.lakesholidayunits.com.au/;-37.8778;147.994"
"Lazy Acre Log Cabins;3.5;99999;Lakes Entrance;AU;Australia;35 Roadknight Street Lakes Entrance VIC 3909;Lakes Entrance Victoria Australia;http://www.lazyacre.com/;-37.8758;147.999"
"McMillans of Metung Resort;4;158;Metung;AU;Australia;155 - 167 Metung Road;Metung Victoria Australia;http://mcmillansofmetung.com.au/;-37.883;147.86"
"Mercure Bairnsdale;4;128;Bairnsdale;AU;Australia;355 Main Street;Bairnsdale Victoria Australia;http://www.mercure.com/gb/hotel-8172-mercure-bairnsdale/index.shtml;-37.8298;147.616"
"Metung Holiday Villas;4;123;Metung;AU;Australia;Cnr Mairburn & Stirling Roads;Metung Victoria Australia;http://www.metungholidayvillas.com/;-37.8849;147.851"
"Mitchell Motor Inn;2;99999;Bairnsdale;AU;Australia;295 Main Street;Bairnsdale Victoria Australia;http://www.mitchell.bestwestern.com.au/;-37.828;147.623"
"Shanti Relaxation Retreat Briagolong;4;99999;Briagolong;AU;Australia;304 Marathon Road;Briagolong Victoria Australia;http://shantirelaxationretreat.com.au/;-37.7995;147.056"
"Snug as a Bug Motel Omeo;3;113;Omeo;AU;Australia;Corner of Great Alpine Road and Creek Street;Omeo Victoria Australia;http://motelomeo.com.au/index.html;-37.1006;147.591"
"Tambo Lodge Lakes Entrance;3;72;Lakes Entrance;AU;Australia;64 Robertsons Rd Kalimna West;Lakes Entrance Victoria Australia;http://www.tambolodge.com/;-37.8399;147.922"
"The Lakes Apartments;4.5;225;Lakes Entrance;AU;Australia;35 Church Street Lakes Entrance VIC Australia;Lakes Entrance Victoria Australia;http://www.lakesentrance.com/;-37.8786;147.991"
"The Moorings at Metung;4;99999;Metung;AU;Australia;44 Metung Road;Metung Victoria Australia;http://www.beautifulaccommodation.com/properties/themoorings;-37.8934;147.853"
"The Old School Bed and Breakfast Lindenow South;4;99999;Lindenow South;AU;Australia;720 Fernbank-Glenaladale Road;Lindenow South Victoria Australia;http://www.oldschoolbandb.com.au/location.html;-37.8483;147.325"
"BIG4 Whiters Holiday Village;4;99999;Lakes Entrance;AU;Australia;55 Roadknight Street Lakes Entrance VIC 3909;Lakes Entrance Victoria Australia;http://whiters-holiday-village.vic.big4.com.au/;-37.8754;148.001"
"Eastern Beach Tourist Park;4;121;Lakes Entrance;AU;Australia;42 Eastern Beach Road;Lakes Entrance Victoria Australia;http://easternbeach.com.au/;-37.8742;148.013"
"Karoonda Park;2.5;99999;Gelantipy;AU;Australia;Gelantipy Road;Gelantipy Victoria Australia;http://www.karoondapark.com/;-37.2232;148.262"
"Orbost Motel;4;154;Orbost;AU;Australia;3-5 Irvines Road;Orbost Victoria Australia;;-37.7058;148.471"
"Snowy River Homestead Bed & Breakfast;4.5;99999;Newmerella;AU;Australia;77 Grandview Road;Newmerella Victoria Australia;http://snowyriverhomestead.com.au/;-37.7282;148.437"
"Waverley House Cottages Lakes Entrance;4.5;99999;Lakes Entrance;AU;Australia;205 Palmers Road;Lakes Entrance Victoria Australia;http://www.waverleyhousecottages.com.au/;-37.859;148.006"
"BEST WESTERN Coachmans Rest Motor Inn;3;113;Eden;AU;Australia;81 Princes Highway;Eden New South Wales Australia;http://coachmaneden.bestwestern.com.au/;-37.067;149.888"
"Discovery Holiday Parks Eden;3.5;72;Eden;AU;Australia;441 Princes Highway;Eden New South Wales Australia;http://www.discoveryholidayparks.com.au/nsw;-37.078;149.875"
"Eagle Heights Holiday Units;3;77;Eden;AU;Australia;12 Yule Street;Eden New South Wales Australia;http://www.eagleheightsofeden.com.au/;-37.0723;149.915"
"Econo Lodge Bayview Eden;3;90;Eden;AU;Australia;Princes Highway;Eden New South Wales Australia;;-37.0643;149.895"
"Eden Bed & Breakfast;4;156;Eden;AU;Australia;13/15 Bellevue Place;Eden New South Wales Australia;http://www.bed-breakfast-eden.com/;-37.0655;149.895"
"Fountain Caravan Park Cabins Eden;3.5;99999;Eden;AU;Australia;99 Princes Highway;Eden New South Wales Australia;http://www.edengateway.com.au/;-37.0542;149.901"
"Gipsy Point Lakeside Boutique Resort;4.5;99999;Gipsy Point;AU;Australia;261 Gipsy Point Road Gipsy Point VIC 3891;Gipsy Point Victoria Australia;http://www.gipsy.com.au/;-37.4779;149.682"
"Grevillea Grove Apartments Mallacoota;4;99999;Mallacoota;AU;Australia;32 Bruce Street;Mallacoota Victoria Australia;http://www.mallacootaholiday.com.au/;-37.5574;149.754"
"Halfway Motel;3.5;99999;Eden;AU;Australia;Princes Highway PO Box 21;Eden New South Wales Australia;;-37.0629;149.905"
"Mallacoota Court Holiday Cottages;4;99999;Mallacoota;AU;Australia;90 Bastion Point Road;Mallacoota Victoria Australia;;-37.5621;149.753"
"Mallacootas Shady Gully Caravan Park;3;51;Mallacoota;AU;Australia;Lot 5 Genoa Rd PO Box 6;Mallacoota Victoria Australia;http://mallacootacaravanpark.com/;-37.554;149.742"
"Sapphire Coast Motel;3;87;Eden;AU;Australia;48 Princes Highway;Eden New South Wales Australia;http://www.sapphirecoast.com.au/;-37.0496;149.902"
"The Beach Retreat Eden;1.5;90;Eden;AU;Australia;14 Mitchell Street;Eden New South Wales Australia;http://www.theretreatcompany.com/holistic-retreats/world/australia/;-37.0627;149.906"
"The Seahorse Inn;4;99999;Wonboyn;AU;Australia;Boydtown Park Road;Wonboyn New South Wales Australia;http://www.seahorseinn.com.au/;-37.1045;149.873"
"Twofold Bay Beach Resort;3;107;Eden;AU;Australia;731 Princes Highway;Eden New South Wales Australia;http://twofold-bay-beach-resort.nsw.big4.com.au/;-37.0997;149.87"
"Twofold Bay Motor Inn;4;133;Eden;AU;Australia;164-166 Imlay Street;Eden New South Wales Australia;http://www.twofoldbaymotorinn.com.au/;-37.0668;149.908"
"Best Western Aveda Motor Lodge;2.5;102;Pukekohe;NZ;New Zealand;151 Edinburgh Street;Pukekohe New Zealand;http://www.avedamotorlodge.co.nz/;-37.1927;174.905"
"BKs Counties Motor Lodge;4;109;Pukekohe;NZ;New Zealand;78 East St Pukekohe;Pukekohe New Zealand;http://www.bkscountiesmotorlodge.co.nz/;-37.1971;174.917"
"Brooklands Country Estate Hotel Ngaruawahia;5;99999;Ngaruawahia;NZ;New Zealand;Waingaro Road;Ngaruawahia New Zealand;http://www.brooklandscountryestate.co.nz/;-37.6809;174.971"
"Castaways;5;175;Waiuku;NZ;New Zealand;685 Karioitahi Beach Road;Waiuku New Zealand;http://www.castaways.co.nz/resort/home/;-37.2827;174.655"
"Four Elements Raglan;5;99999;Raglan;NZ;New Zealand;90 Upper Wainui Road RD3;Raglan New Zealand;http://www.fourelements.co.nz/;-37.8323;174.822"
"Foxgloves Bed & Breakfast;3;118;Te Akau;NZ;New Zealand;5477 Highway 22 Waingaro;Te Akau New Zealand;http://foxgloves.co.nz/index.html;-37.6476;174.978"
"Journeys End Raglan;3;99999;Raglan;NZ;New Zealand;49 Lily Street;Raglan New Zealand;http://www.raglanaccommodation.co.nz/;-37.796;174.88"
"Karioi Lodge;2.5;99999;Raglan;NZ;New Zealand;5B Whaanga Rd RD 3;Raglan New Zealand;http://www.karioilodge.co.nz/;-37.8248;174.804"
"No.40 Carlton Gardens;3;99999;Pukekohe;NZ;New Zealand;40 Carlton Road;Pukekohe New Zealand;;-37.2019;174.913"
"Novotel Auckland Airport;4;111;Manukau City;NZ;New Zealand;Ray Emery Drive;Manukau City New Zealand;http://www.novotelaucklandairport.co.nz/about/;-37.0047;174.785"
"Papakura Motor Lodge & Motel;4;99999;Papakura;NZ;New Zealand;407 Great South Road;Papakura New Zealand;http://papakuramotel.com/;-37.0775;174.942"
"Raglan Backpackers & Waterfront Lodge;2;99999;Raglan;NZ;New Zealand;6 Wi Neera Street;Raglan New Zealand;http://raglanbackpackers.co.nz/;-37.8009;174.868"
"Raglan Sunset Motel;2;99999;Raglan;NZ;New Zealand;7 Bankart Street;Raglan New Zealand;http://www.raglansunsetmotel.co.nz/Text/47/Welcome-to-Raglan-Sunset-Motel.html;-37.8008;174.87"
"Solscape;2.5;99999;Raglan;NZ;New Zealand;611 Wainui Road;Raglan New Zealand;http://www.solscape.co.nz/;-37.8263;174.821"
"Touchwood Motor Lodge;4;99;Pukekohe;NZ;New Zealand;146 Edinburgh Street;Pukekohe New Zealand;http://www.motorlodge.co.nz/;-37.1925;174.904"
"Waoku Lodge;5;99999;Raglan;NZ;New Zealand;51A Whaanga Road Whale Bay;Raglan New Zealand;http://waokulodge.co.nz/;-37.8267;174.801"
"Waters Edge Holiday Accommodation;3;99999;Raglan;NZ;New Zealand;100E Greenslade Road Moonlight Bay;Raglan New Zealand;http://www.watersedge.co.nz/;-37.8012;174.893"
"Albert Court Motor Lodge;4;125;Hamilton;NZ;New Zealand;29 Albert Street;Hamilton New Zealand;http://www.albertcourt.co.nz/;-37.7976;175.295"
"Alcamo Hotel - Hamilton;3;72;Hamilton;NZ;New Zealand;290 Ulster Street;Hamilton New Zealand;http://www.alcamohotel.co.nz/;-37.7761;175.267"
"Ambassador Motor Inn Hamilton;3;93;Hamilton;NZ;New Zealand;86 Ulster Street;Hamilton New Zealand;;-37.7786;175.274"
"Anglesea Motel & Conference Centre;4;92;Hamilton;NZ;New Zealand;36 Liverpool Street;Hamilton New Zealand;http://www.angleseamotel.com/;-37.7816;175.272"
"Aquarius Motor Inn;3;83;Hamilton;NZ;New Zealand;230 Ulster Street;Hamilton New Zealand;http://www.aquarius-motor-inn.co.nz/;-37.777;175.27"
"Arena Court Motor Lodge;4;105;Hamilton;NZ;New Zealand;21-23 Willioughby Street;Hamilton New Zealand;http://www.arenacourt.co.nz/index.html;-37.7803;175.271"
"Ashwood Manor;4;99999;Hamilton;NZ;New Zealand;16 Thackeray Street;Hamilton New Zealand;http://ashwoodmanor.co.nz/;-37.7926;175.281"
"Aspen Manor Motel;4;105;Hamilton;NZ;New Zealand;209 Grey Street;Hamilton New Zealand;http://www.aspenmanor.co.nz/;-37.7968;175.294"
"Atrium on Ulster;4;104;Hamilton;NZ;New Zealand;281-285 Ulster Street;Hamilton New Zealand;http://www.jasons.co.nz/hamilton/atrium-on-ulster;-37.777;175.267"
"Auto Lodge Motel;4;99999;Hamilton;NZ;New Zealand;298 Ulster Street;Hamilton New Zealand;http://www.auto-lodge.co.nz/accommodation/;-37.7759;175.267"
"Avalon Thames Motel;3;101;Thames;NZ;New Zealand;104 Jellicoe Crescent;Thames New Zealand;http://www.motelavalon.co.nz/;-37.1485;175.55"
"Awakite Valley View Homestay;2;99999;Hikuai;NZ;New Zealand;499 Kauaeranga Valley Road;Hikuai New Zealand;;-37.1407;175.6"
"Ballinor Motor Inn;4;98;Hamilton;NZ;New Zealand;295 Ulster Street;Hamilton New Zealand;http://www.ballinormotorinn.co.nz/;-37.7764;175.267"
"Barclay Motel;4.5;99999;Hamilton;NZ;New Zealand;280 Ulster Street;Hamilton New Zealand;http://www.barclay.co.nz/;-37.7763;175.268"
"Bavaria Motel;3;81;Hamilton;NZ;New Zealand;203-207 Ulster St;Hamilton New Zealand;http://bavariamotel.co.nz/;-37.7776;175.271"
"Beetham Park Motel;4;94;Hamilton;NZ;New Zealand;297 Ulster Street;Hamilton New Zealand;http://www.beethamparkmotel.co.nz/;-37.7767;175.266"
"Bella Vista Motel Hamilton;4;97;Hamilton;NZ;New Zealand;1 Richmond Street;Hamilton New Zealand;http://bellavistahamilton.co.nz/;-37.7769;175.268"
"BEST WESTERN Hygate Motor Lodge;4;95;Hamilton;NZ;New Zealand;299 Ulster Street;Hamilton New Zealand;http://hygatemotorlodge.bestwestern.co.nz/;-37.7763;175.266"
"BJs Budget Motor Inn Hamilton;3;99999;Hamilton;NZ;New Zealand;265 Te Rapa Road;Hamilton New Zealand;http://www.bjsbudgetmotorinn.co.nz/;-37.7672;175.257"
"Blairgowrie House;2;99999;Hautapu;NZ;New Zealand;75 Peake Road RD1;Hautapu New Zealand;;-37.8814;175.438"
"Boundary Court Motor Inn;3;103;Hamilton;NZ;New Zealand;36 Boundary Road;Hamilton New Zealand;http://www.boundarycourt.co.nz/;-37.7752;175.283"
"Bowentown Beach Holiday Park Resorts Waihi Beach;4;99999;Waihi Beach;NZ;New Zealand;510 Seaforth Road;Waihi Beach New Zealand;http://www.bowentown.co.nz/;-37.4634;175.987"
"Breakers Motel Whangamata;3;99999;Whangamata;NZ;New Zealand;318-324 Hetherington Road;Whangamata New Zealand;http://www.breakersmotel.co.nz/;-37.1998;175.867"
