"hotelName;stars;price;cityName;countryCode;countryName;address;location;url;latitude;longitude"
"Ocean View Hotel Coffee Bay;3;99999;Coffee Bay;ZA;South Africa;PO Box 566 Mthatha;Coffee Bay South Africa;http://www.oceanview.co.za/;-31.9903;29.1471"
"Premier Hotel Edwardian;3;93;Port Edward;ZA;South Africa;Corner Ramsey Avenue And Main Road;Port Edward South Africa;http://www.premierhotels.co.za/Premier-Hotel-Edwardian/;-31.0555;30.2137"
"Wild Coast Sun Hotel;3;99999;Port Edward;ZA;South Africa;Main Bizana Road;Port Edward South Africa;http://www.southcoasthappenings.co.za/portedwardhomepage.htm;-31.0847;30.1888"
"1201 East Backpackers;2;21;Perth;AU;Australia;195 Hay Street;Perth Western Australia Australia;http://www.1201east.com.au/;-31.9589;115.873"
"Aarons All Suites Perth;4;138;Perth;AU;Australia;12 Victoria Avenue;Perth Western Australia Australia;http://www.allsuitesperth.com.au/;-31.9569;115.866"
"Aarons Hotel Perth;3;118;Perth;AU;Australia;70 Pier Street;Perth Western Australia Australia;http://www.hotelinperth.net/hotels.aspx;-31.9545;115.863"
"Above Bored Bed and Breakfast;4;163;Perth;AU;Australia;14 Norham Street;Perth Western Australia Australia;http://www.abovebored.com.au/;-31.9252;115.856"
"Adelphi Hotel Apartments;3;99999;Perth;AU;Australia;130A Mounts Bay Road;Perth Western Australia Australia;;-31.9561;115.846"
"Alderney on Hay;3.5;99999;Perth;AU;Australia;193 Hay Street East Perth;Perth Western Australia Australia;http://www.alderney.com.au/;-31.9592;115.873"
"All Seasons Perth;3;99;Perth;AU;Australia;15 Robinson Avenue;Perth Western Australia Australia;http://www.seasonsofperth.com.au/;-31.9444;115.863"
"Almondbury Lodge Perth;3;149;Perth;AU;Australia;Almondbury Rd Mount Lawley;Perth Western Australia Australia;http://www.perthlodge.org.au/bylaws.php;-31.9344;115.878"
"Arcadian Bed And Breakfast Perth;4;128;Perth;AU;Australia;18 Moffat Place Warwick;Perth Western Australia Australia;http://perthbedandbreakfast.com.au/;-31.8444;115.798"
"Assured Ascot Quays Apartment Hotel;4;234;Perth;AU;Australia;150 Great Eastern Highway Ascot;Perth Western Australia Australia;;-31.9446;115.919"
"Assured Waterside Apartments Perth;4;180;Perth;AU;Australia;29 Melville Parade;Perth Western Australia Australia;http://assuredwatersideapartmentsperth.street-directory.com.au/;-31.9703;115.848"
"Astoria Retreat Bed and Breakfast;4;138;Perth;AU;Australia;62 Avila Way;Perth Western Australia Australia;http://www.astoriabnb.com.au/index.html;-31.8297;115.868"
"Baileys Hotel Motel;2.5;99999;Perth;AU;Australia;150 bennett street;Perth Western Australia Australia;http://www.baileysmotel.com.au/;-31.9544;115.874"
"Beach Manor B & B;5;162;Perth;AU;Australia;196 The Esplanade;Perth Western Australia Australia;http://almabeachmanor.com/;-31.8985;115.757"
"BEST WESTERN Ascot Serviced Apartments;4;170;Perth;AU;Australia;308-318 Great Eastern Highway;Perth Western Australia Australia;http://ascotapartments.bestwestern.com.au/;-31.9338;115.937"
"Billabong Backpackers Resort Hostel Perth;4;32;Perth;AU;Australia;381 Beaufort Street;Perth Western Australia Australia;http://www.billabongresort.com.au/;-31.9423;115.867"
"Broadwater Resort Apartments;4;196;Perth;AU;Australia;137 Melville Parade;Perth Western Australia Australia;http://www.broadwaters.com.au/;-31.9947;115.856"
"Bullsbrook Chalets;3.5;164;Perth;AU;Australia;1167 Railway Parade;Perth Western Australia Australia;http://bullsbrookchalets.com/;-31.6769;115.994"
"Burns Beach Bed & Breakfast;4.5;154;Perth;AU;Australia;7 Fourmile Avenue;Perth Western Australia Australia;http://burnsbeachbnb.com.au/;-31.727;115.72"
"By The Ocean Bed & Breakfast Perth;4;179;Perth;AU;Australia;3 Brighton Mews Hillarys;Perth Western Australia Australia;http://www.thefreedictionary.com/ocean+bed;-31.939;115.829"
"Churchill Apartments Perth;4;99999;Perth;AU;Australia;Boas Avenue (off Grand Boulevard) Joondalup;Perth Western Australia Australia;http://churchillapartmentsperth.com/;-31.7432;115.771"
"Citigate Perth;4;150;Perth;AU;Australia;707 Wellington Street;Perth Western Australia Australia;;-31.9495;115.852"
"City Stay Apartment Hotel;3;128;Perth;AU;Australia;875 Wellington Street;Perth Western Australia Australia;;-31.9513;115.858"
"City Waters;3;123;Perth;AU;Australia;118 Terrace Road;Perth Western Australia Australia;http://www.citywaters.com.au/;-31.9596;115.867"
"Clarion Collection Marque Hotel Perth;3;137;Perth;AU;Australia;24 Mount Street;Perth Western Australia Australia;http://www.clarionhotel.com/hotel-perth-australia-AU815;-31.9535;115.849"
"Clarion Suites Mullaloo Beach Perth;4;263;Perth;AU;Australia;18/10 Oceanside Promenade Mullaloo;Perth Western Australia Australia;http://www.mullaloobeach.com.au/;-31.7854;115.735"
"Comfort Hostel Perth;3;97;Perth;AU;Australia;239 Great Eastern Hwy;Perth Western Australia Australia;http://perth.yalwa.com.au/ID_102085308/Comfort-Hostel.html;-31.9424;115.926"
"Comfort Hotel Perth City;3;121;Perth;AU;Australia;200 Hay Street;Perth Western Australia Australia;http://www.comforthotelperthcity.com.au/;-31.9596;115.872"
"Comfort Inn Bel Eyre Perth;3;154;Perth;AU;Australia;285 Great Eastern Highway;Perth Western Australia Australia;http://www.beleyremotel.com.au/;-31.9384;115.932"
"Comfort Inn Wentworth Plaza;3.5;126;Perth;AU;Australia;300 Murray Street;Perth Western Australia Australia;http://www.wentworthplazahotel.com.au/;-31.9523;115.857"
"Comfort Inn Yanchep;3.5;99999;Perth;AU;Australia;Yanchep National Park Yanchep;Perth Western Australia Australia;http://www.yanchepinn.com.au/;-31.5445;115.684"
"Coolibah Lodge Backpackers;2;24;Perth;AU;Australia;194 Brisbane Street;Perth Western Australia Australia;http://www.coolibahlodge.com.au/;-31.9418;115.861"
"Cottesloe Beach Chalets Hotel Perth;3.5;99999;Perth;AU;Australia;6 John Street Cottesloe WA 6011;Perth Western Australia Australia;http://coastbeaches.com/resort/?60393 5 Cottesloe_Beach_Chalets;-31.9945;115.753"
"Cottesloe Beach Hotel;3;192;Perth;AU;Australia;104 Marine Pde;Perth Western Australia Australia;http://www.cottesloebeachhotel.com.au/;-31.9947;115.753"
"Country Comfort Inter City Hotel;4;147;Perth;AU;Australia;249-263 Great Eastern Highway Belmont;Perth Western Australia Australia;http://www.countrycomforthotels.com.au/perth/country-comfort-inter-city-hotel-perth/;-31.9403;115.928"
"Criterion Hotel Perth;3.5;104;Perth;AU;Australia;560 Hay Street;Perth Western Australia Australia;http://www.criterion-hotel-perth.com.au/cgi-bin/criterion_hotel.htm;-31.9549;115.862"
"Crowne Plaza Perth;4;194;Perth;AU;Australia;54 Terrace Road;Perth Western Australia Australia;http://crowneplazaperth.street-directory.com.au/;-31.9614;115.871"
"Darby Parks Serviced Residence Perth;3;327;Perth;AU;Australia;222 Hay Street;Perth Western Australia Australia;http://www.darbypark.com.au/contact.php;-31.947;115.831"
"Discovery Holiday Parks Cabins Perth;4.5;99999;Perth;AU;Australia;186 Hale Road Forrestfield;Perth Western Australia Australia;http://www.discoveryholidayparks.com.au/;-31.9901;115.995"
"Dukes Apartments Perth;3.5;99999;Perth;AU;Australia;190 Hay Street;Perth Western Australia Australia;http://www.dukesapartments.com/;-31.9589;115.873"
"Durham Lodge Bed & Breakfast;4.5;987;Perth;AU;Australia;165 Shepperton Road;Perth Western Australia Australia;http://www.durhamlodge.com/;-31.9762;115.901"
"Duxton Hotel;5;190;Perth;AU;Australia;1 Saint Georges Terrace;Perth Western Australia Australia;http://www.perth.duxtonhotels.com/;-31.958;115.865"
"Esplanade River Suites;4;194;Perth;AU;Australia;112 Melville Parade;Perth Western Australia Australia;http://www.esplanaderiversuites.com.au/;-31.9907;115.855"
"Flag Motor Lodge;3;99999;Perth;AU;Australia;129 Great Eastern Highway;Perth Western Australia Australia;http://www.flagmotorlodge.com.au/;-31.9532;115.915"
"Globe Backpackers Hostel Perth;3;99999;Perth;AU;Australia;561 Wellington Street;Perth Western Australia Australia;http://www.globebackpackers.com.au/;-31.9508;115.857"
"Goodearth Hotel;3;130;Perth;AU;Australia;195 Adelaide Terrace;Perth Western Australia Australia;http://www.goodearthhotel.com.au/;-31.9592;115.869"
"Grandis Cottages;4;226;Perth;AU;Australia;45 Casuarina Place Henley Brook;Perth Western Australia Australia;http://www.grandiscottages.com.au/;-31.8244;115.991"
"Guildford Landing Suites Perth;3;99999;Perth;AU;Australia;114 Swan Street Guildford;Perth Western Australia Australia;http://www.perthandregionalwesternaustralia.com/pertheast.html;-31.8972;115.973"
"Hay Street Backpackers Motel;3;30;Perth;AU;Australia;266 - 268 Hay Street;Perth Western Australia Australia;http://gloucestermotel.street-directory.com.au/;-31.9597;115.876"
"Hillarys Harbour Resort Apartments Perth;4;192;Perth;AU;Australia;68 Southside Drive Hillarys;Perth Western Australia Australia;http://www.resortnetwork.com.au/wa/perth/hillarys_harbour_resort.html;-31.8255;115.739"
"Holiday Inn Burswood;4;206;Perth;AU;Australia;Bolton Avenue & Great Eastern Highway;Perth Western Australia Australia;http://holidayinnburswood.street-directory.com.au/;-31.9632;115.896"
"Holiday Inn Perth City Centre;4;170;Perth;AU;Australia;778 Hay Street;Perth Western Australia Australia;http://www.holidayinn.com/hotels/gb/en/perth/purhs/hoteldetail;-31.9528;115.856"
"Holiday Park Lancelin Hotel Ledge Point;4;99999;Ledge Point;AU;Australia;Ledge Point Road Ledge Point 6043;Ledge Point Western Australia Australia;http://mooreriverholidays.com.au/accommodation/;-31.1021;115.39"
"Hotel Formule 1 Perth Airport;2.5;132;Perth;AU;Australia;317 - 319 Great Eastern Highway Perth Airport WA Australia;Perth Western Australia Australia;http://perth.airporthotelguide.com/;-31.9369;115.935"
"Hotel Ibis Perth;3;117;Perth;AU;Australia;334 Murray Street;Perth Western Australia Australia;http://www.perthperth.com/;-31.9516;115.856"
"Hotel Northbridge;4;148;Perth;AU;Australia;210 Lake Street Northbridge;Perth Western Australia Australia;http://www.hotelnorthbridge.com.au/;-31.9446;115.859"
"Hotel Rottnest;4;229;Rottnest Island;AU;Australia;1 Bedford Avenue;Rottnest Island Western Australia Australia;http://www.hotelrottnest.com.au/;-31.9999;115.542"
"Hyatt Regency Perth;5;175;Perth;AU;Australia;99 Adelaide Terrace;Perth Western Australia Australia;;-31.9606;115.874"
"Indian Ocean Hotel Perth;3;118;Perth;AU;Australia;27 Hastings Street Scarborough WA 6019;Perth Western Australia Australia;http://www.indianoceanhotel.com.au/;-31.8965;115.76"
"Intercontinental Hotel Burswood Perth;5;225;Perth;AU;Australia;Bolton Ave. And Great Eastern Hwy;Perth Western Australia Australia;http://www.burswood.com.au/;-31.9611;115.895"
"Joondalup City Hotel;3;156;Perth;AU;Australia;18 Grand Boulevard;Perth Western Australia Australia;http://www.joondalupcityhotel.com.au/;-31.7361;115.768"
"Joondalup Resort Hotel Perth;4;174;Perth;AU;Australia;Country Club Blvd Connolly;Perth Western Australia Australia;http://www.joondalupresort.com.au/welcome/index.mhtml;-31.7486;115.752"
"Kings Park Motel;3.5;99999;Perth;AU;Australia;255 Thomas Street Subiaco WA 6008;Perth Western Australia Australia;http://www.kingsparkmotel.com.au/;-31.9601;115.822"
"Kings Perth Hotel;3;123;Perth;AU;Australia;517 Hay Street (Corner Pier Street);Perth Western Australia Australia;http://www.kingshotel.com.au/;-31.9553;115.862"
"Kingsway Tourist and Caravan Park Perth;3;99999;Perth;AU;Australia;Corner Wanneroo Road & Kingsway Madeley;Perth Western Australia Australia;http://www.acclaimparks.com.au/kingsway/index.php;-31.8132;115.821"
"Le Chateau dOcean Perth;5;99999;Perth;AU;Australia;224 Ocean Drive;Perth Western Australia Australia;http://www.letyourself.com.au/924207;-31.6589;115.689"
"Mantra on Hay;4;192;Perth;AU;Australia;201 Hay Street;Perth Western Australia Australia;http://www.mantra.com.au/western-australia/perth-and-surrounds/perth/accommodation/hotels/mantra-on-hay/;-31.9543;115.859"
"Mantra on Murray;4;163;Perth;AU;Australia;305 Murray Street;Perth Western Australia Australia;http://www.mantra.com.au/western-australia/perth-and-surrounds/perth/accommodation/hotels/mantra-on-murray/;-31.9525;115.856"
"Medina Executive Barrack Plaza;4;154;Perth;AU;Australia;138 Barrack Street;Perth Western Australia Australia;http://www.medina.com.au/medina-executive-barrack-plaza/hotel;-31.9556;115.853"
"Medina Grand Perth;4;144;Perth;AU;Australia;33 Mounts Bay Road;Perth Western Australia Australia;http://www.medina.com.au/medina-grand-perth/hotel;-31.9556;115.852"
"Mercure Perth;4;133;Perth;AU;Australia;10 Irwin Street;Perth Western Australia Australia;http://mercureperth.com.au/location.html;-31.9562;115.863"
"Metro Hotel Perth;3;171;Perth;AU;Australia;61 Canning Highway;Perth Western Australia Australia;http://www.metrohotels.com.au/perth-hotels/metro-hotel-on-canning-13;-31.9779;115.879"
"Miss Maud Swedish Hotel;4;156;Perth;AU;Australia;97 Murray Street;Perth Western Australia Australia;http://www.missmaud.com.au/;-31.9543;115.863"
"Mont Clare Boutique Apartments;4;159;Perth;AU;Australia;190 Hay Street;Perth Western Australia Australia;http://www.montclareapartments.com.au/;-31.9589;115.873"
"Mounts Bay Waters Apartment Hotel;4;218;Perth;AU;Australia;112 Mounts Bay Road;Perth Western Australia Australia;;-31.9553;115.848"
"Mountway Holiday Apartments;2;113;Perth;AU;Australia;36 Mount Street;Perth Western Australia Australia;http://www.mountwayapartments.com.au/;-31.9536;115.848"
"Murray Street Lodge Hotel Perth;3;140;Perth;AU;Australia;718 Murray Street West;Perth Western Australia Australia;http://www.themurrayhotel.com/;-31.946;115.839"
"Novotel Perth Langley;4;136;Perth;AU;Australia;221 Adelaide Terrace;Perth Western Australia Australia;http://novotelperthlangley.com.au/;-31.9587;115.868"
"Olive Grove Chalet Perth;3;99999;Perth;AU;Australia;107 George Street West Swan;Perth Western Australia Australia;http://olivegrovechalet.com.au/;-31.84;115.996"
"Palms Bed and Breakfast Perth;3;115;Perth;AU;Australia;24 Dorchester Avenue Warwick;Perth Western Australia Australia;http://www.palmsbb.com.au/;-31.8431;115.807"
"Pan Pacific Perth;5;154;Perth;AU;Australia;207 Adelaide Terrace;Perth Western Australia Australia;http://www2.panpacific.com/en/Perth/Overview.html;-31.9589;115.868"
"Parmelia Hilton;5;112;Perth;AU;Australia;14 Mill Street;Perth Western Australia Australia;http://www3.hilton.com/en/hotels/western-australia/parmelia-hilton-perth-hotel-PERHITW/index.html;-31.9545;115.853"
"Perth Ambassador Hotel;3;94;Perth;AU;Australia;196 Adelaide Terrace;Perth Western Australia Australia;http://www.ambassadorhotel.com.au/;-31.9587;115.87"
"Perth City YHA Hostel;4;99999;Perth;AU;Australia;300 Wellington Street;Perth Western Australia Australia;http://www.yha.com.au/hostels/wa/perth-surrounds/perth-backpackers-hostel/;-31.953;115.864"
"Perth Vineyards Holiday Park Cabins;4;62;Perth;AU;Australia;91 Benara Road Caversham;Perth Western Australia Australia;http://perth-vineyards-holiday-park.wa.big4.com.au/;-31.8772;115.964"
"Quality Resort Sorrento Beach;4;143;Perth;AU;Australia;1 Padbury Circle;Perth Western Australia Australia;http://www.sorrentobeach.com.au/;-31.8307;115.747"
"Quest On Arlington;4;197;Perth;AU;Australia;Corner Mill Point Rd and Arlington Avenue;Perth Western Australia Australia;http://www.questapartments.com.au/Accommodation/116/Australia/Perth_Suburbs/Quest_South_Perth/Welcome.aspx;-31.9779;115.871"
"Quest on James;4;334;Perth;AU;Australia;228 James Street;Perth Western Australia Australia;http://www.questapartments.com.au/HomePage.aspx;-31.946;115.853"
"Quest On Rheola;4;228;Perth;AU;Australia;18 Rheola Street;Perth Western Australia Australia;http://www.questapartments.com.au/Accommodation/115/australia/perth_cbd_fringe/quest_on_rheola/welcome.aspx;-31.9496;115.835"
"Quest Scarborough Hotel Perth;4;219;Perth;AU;Australia;Corner Brighton Road & West Coast Highway Scarborough;Perth Western Australia Australia;http://www.questapartments.com.au/HomePage.aspx;-31.8981;115.758"
"Quest West End;4;243;Perth;AU;Australia;451 Murray Street;Perth Western Australia Australia;http://www.questapartments.com.au/Accommodation/4/australia/perth_cbd/quest_west_end/welcome.aspx;-31.9509;115.852"
"Regal Apartments Perth;4;201;Perth;AU;Australia;11 Regal Place;Perth Western Australia Australia;http://www.regalapartments.com.au/;-31.9539;115.877"
"Rendezvous Observation City Hotel;4;162;Perth;AU;Australia;The Esplanade Scarborough;Perth Western Australia Australia;http://www.holidaycity.com/rendezvous-perth/index.htm;-31.8942;115.756"
"Riverview on Mount Street Apartment Perth;4;113;Perth;AU;Australia;42 Mount Street;Perth Western Australia Australia;;-31.9538;115.848"
"Rose and Crown Hotel Perth;3.5;99999;Perth;AU;Australia;105 Swan Street Guildford;Perth Western Australia Australia;http://www.rosecrown.com.au/;-31.8974;115.973"
"Rottnest Island Authority Geordie Bay Villas;3;203;Rottnest Island;AU;Australia;Katemeraire Road;Rottnest Island Western Australia Australia;http://www.rottnestisland.com/;-31.993;115.523"
"Rottnest Island Authority Thompson Bay South Villas;3;138;Rottnest Island;AU;Australia;Vlamingh Way;Rottnest Island Western Australia Australia;http://www.rottnestisland.com/;-31.997;115.54"
"Rottnest Lodge;3;148;Rottnest Island;AU;Australia;Kitson Street;Rottnest Island Western Australia Australia;http://www.rottnestlodge.com.au/;-31.9955;115.54"
"Royal Hotel Perth;3;99999;Perth;AU;Australia;Cnr Wellington & William St;Perth Western Australia Australia;http://www.royalhotelperth.com.au/Content/15464;-31.9513;115.858"
"Rydges Perth;4;152;Perth;AU;Australia;Cnr Hay And King Streets;Perth Western Australia Australia;http://www.rydges.com/hotel/RWPERT/Rydges-Perth.htm;-31.953;115.855"
"Sandy Lake Farm B and B;4;99999;Muckenburra;AU;Australia;344 Tanletoe Road;Muckenburra Western Australia Australia;http://www.sandylakefarmbandb.com.au/5201.html;-31.3478;115.781"
"Scarborough Observation Resort Perth;2;83;Perth;AU;Australia;190 West Coast Highway Scarborough;Perth Western Australia Australia;http://www.scarboroughresort.com/;-31.8928;115.758"
"Seashells Serviced Apartments Scarborough Perth;4;176;Perth;AU;Australia;178 The Esplanade;Perth Western Australia Australia;http://seashells.com.au/resorts/scarborough/overview/;-31.8969;115.757"
"Seasons of Perth;4;142;Perth;AU;Australia;37 Pier Street;Perth Western Australia Australia;http://www.seasonsofperth.com.au/;-31.9546;115.863"
"Sebel Residence East Perth;4;186;Perth;AU;Australia;60 Royal Street;Perth Western Australia Australia;http://sebelresidenceeastperth.street-directory.com.au/;-31.9529;115.879"
"Somerset St Georges Terrace;4;117;Perth;AU;Australia;No 185 St Georges Terrace;Perth Western Australia Australia;http://www.somerset.com/australia/perth/somerset_st_georges_terrace.html;-31.9541;115.854"
"Sorrento Beach Bed & Breakfast Perth;4;168;Perth;AU;Australia;30 Hood Terrace (cnr Kempenfeldt St);Perth Western Australia Australia;http://www.sorrentobeachbb.com.au/index.html;-31.83;115.754"
"St. George Boutique Apartments;3;99999;Perth;AU;Australia;2 St Georges Terrace;Perth Western Australia Australia;http://servicedapartmentsperth.com.au/accommodation-boronia_on_mounts_bay_apartment_perth-5040-1-overview.htm;-31.9571;115.865"
"Sullivans Hotel;3;129;Perth;AU;Australia;166 Mounts Bay Road;Perth Western Australia Australia;http://www.sullivans.com.au/;-31.9594;115.846"
"Sundowner Ocean View Motel Perth;3;116;Perth;AU;Australia;10 Lawley Street North Beach;Perth Western Australia Australia;http://www.oceanviewmotel.com.au/;-31.8548;115.753"
"Sunmoon Resort;3;169;Perth;AU;Australia;200 West Coast Highway Scarborough;Perth Western Australia Australia;http://www.sunmoon.com.au/;-31.893;115.758"
"Sunset Waters Hotel Scarborough;3.5;133;Perth;AU;Australia;38 Filburn Street Scarborough WA 6019 Australia;Perth Western Australia Australia;http://www.sunsetwaters.com.au/;-31.8929;115.759"
"Swan Riverside Luxury Apartment Perth;5;298;Perth;AU;Australia;17/12 Tanunda Drive Riverdale;Perth Western Australia Australia;;-31.9522;115.913"
"The Emperors Crown Hostel Perth;3;30;Perth;AU;Australia;85 Stirling Street;Perth Western Australia Australia;http://www.emperorscrown.com.au/;-31.9498;115.864"
"The Melbourne;4;167;Perth;AU;Australia;942 Hay Street Cnr Milligan Street;Perth Western Australia Australia;;-31.9517;115.852"
"The New Esplanade Hotel;3;118;Perth;AU;Australia;18 The Esplanade;Perth Western Australia Australia;http://www.newesplanade.com.au/index.html;-31.9561;115.858"
"The Ocean Beach Hotel Perth;3;99999;Perth;AU;Australia;Corner Eric Street and Marine Parade;Perth Western Australia Australia;http://www.cottesloebeachhotel.com.au/;-31.9905;115.753"
"The Old Swan Barracks;3.5;26;Perth;AU;Australia;6 Francis Street;Perth Western Australia Australia;http://www.theoldswanbarracks.com/;-31.9489;115.862"
"The Outram;5;269;Perth;AU;Australia;32 Outram Street;Perth Western Australia Australia;http://wyndhamvacationresorttheoutramperth.street-directory.com.au/;-31.9497;115.839"
"The Peninsula Riverside Apartments;4;211;Perth;AU;Australia;53 South Perth Esplanade;Perth Western Australia Australia;http://thepeninsula.net/;-31.9706;115.851"
"The Richardson Hotel & Spa;5;455;Perth;AU;Australia;32 Richardson Street;Perth Western Australia Australia;http://www.therichardson.com.au/;-31.9482;115.838"
"The Shiralee Backpackers Hostel;3;29;Perth;AU;Australia;107 Brisbane Street;Perth Western Australia Australia;http://www.shiralee.com.au/;-31.9438;115.864"
"Travelodge Perth;4;100;Perth;AU;Australia;417 Hay Street;Perth Western Australia Australia;http://www.travelodge.com.au/western-australia-hotels;-31.9566;115.866"
"Trigg Retreat Bed and Breakfast Perth;4;149;Perth;AU;Australia;59 Kitchener Street Trigg;Perth Western Australia Australia;http://triggretreat.com/;-31.8694;115.758"
"Underground Backpackers;2;26;Perth;AU;Australia;268 Newcastle Street;Perth Western Australia Australia;http://www.undergroundbackpackers.com.au/;-31.9449;115.858"
"Verandah Apartments Perth;4;215;Perth;AU;Australia;6 Antonas Rd Northbridge;Perth Western Australia Australia;http://www.verandahapartments.com.au/;-31.9442;115.855"
"West Beach Lagoon;3.5;99999;Perth;AU;Australia;251 West Coast Highway Scarborough;Perth Western Australia Australia;http://www.westbeachlagoon.com.au/;-31.8971;115.757"
"Windsor Lodge Perth;3;156;Perth;AU;Australia;3 Preston Street Como;Perth Western Australia Australia;http://www.windsorhotel.com.au/;-31.9942;115.857"
"Witchs Hat Backpackers Hostel;4;30;Perth;AU;Australia;148 Palmerston Street;Perth Western Australia Australia;http://witchs-hat.com/;-31.9403;115.86"
"Bickley Valley Retreat Bed & Breakfast;3.5;158;Perth;AU;Australia;273 Aldersyde Road;Perth Western Australia Australia;http://www.bickleyvalleyretreat.com.au/;-31.9904;116.098"
"Brigadoon Retreat;4;138;Perth;AU;Australia;43 Andalusian Retreat;Perth Western Australia Australia;http://stockscountryretreat.com/;-31.7898;116.089"
"Chapel Farm Getaways Accommodation Perth;3;99999;Perth;AU;Australia;231 Toodyay Road Middle Swan;Perth Western Australia Australia;http://chapelfarm.com.au/;-31.8649;116.032"
"Falls Retreat Bed & Breakfast Perth;3;118;Perth;AU;Australia;45 Falls Road Lesmurdie;Perth Western Australia Australia;http://perthbedandbreakfast.com.au/;-31.9932;116.048"
"Faversham House York;4;99999;York (Western Australia);AU;Australia;24-26 Grey Street;York (Western Australia) Western Australia Australia;http://www.favershamhouse.com.au/;-31.8856;116.767"
"Grand Mercure The Vines Accor Vacation Club Apartments;5;99999;Perth;AU;Australia;79 Hermitage Drive;Perth Western Australia Australia;http://www.mercure.com/gb/hotel-1754-mercure-perth/index.shtml;-31.766;116.013"
"Grandview Bed & Breakfast Perth;4;155;Perth;AU;Australia;30 Girrawheen Drive Gooseberry Hill;Perth Western Australia Australia;http://grandviewbb.freeyellow.com/;-31.9514;116.046"
"Hansons Swan Valley;4;99999;Perth;AU;Australia;60 Forest Road;Perth Western Australia Australia;http://www.swanvalleywa.com/;-31.8212;116.008"
"Kookaburra Dream Travellers Overnighter;3;99999;York (Western Australia);AU;Australia;152 Avon Terrace;York (Western Australia) Western Australia Australia;;-31.8873;116.769"
"Myriah Park Bed and Breakfast Perth;3;99999;Perth;AU;Australia;124 Moore Road Millendon;Perth Western Australia Australia;http://www.pensionperth.com.au/;-31.8103;116.042"
"Novotel Swan Valley Vines Resort Hotel Perth;4;132;Perth;AU;Australia;Verdelho Drive;Perth Western Australia Australia;http://www.novotel.com/gb/hotel-1980-novotel-swan-valley-vines-resort/index.shtml;-31.7661;116.006"
"Old Albion B&B York;4;99999;York (Western Australia);AU;Australia;19 Avon Terrace York;York (Western Australia) Western Australia Australia;http://www.oldalbion.com.au/;-31.8976;116.771"
"Possum Creek Lodge;4.5;99999;Perth;AU;Australia;6 Lenori Road Gooseberry Hill;Perth Western Australia Australia;http://www.possumcreeklodge.com/;-31.9574;116.051"
"Rosebridge House Bed & Breakfast;4;159;Perth;AU;Australia;86 Williams Street Gooseberry Hill;Perth Western Australia Australia;http://www.rosebridgehouse.com.au/;-31.9624;116.053"
"Shamrock Hotel Northam;4;99999;Northam;AU;Australia;112 Fitzgerald Street;Northam Western Australia Australia;http://www.shamrockhotelnortham.com.au/index.html;-31.652;116.673"
"York Motel;3;99999;York (Western Australia);AU;Australia;10 William Street York WA 6302 Australia;York (Western Australia) Western Australia Australia;http://www.yorkmotel.com.au/;-31.8946;116.767"
"Merredin Olympic Motel;2;99999;Merredin;AU;Australia;5 Great Eastern Highway;Merredin Western Australia Australia;http://olympicmotel.com/;-31.4828;118.268"
"Arkaba Station Homestead Hawker;2.5;99999;Hawker;AU;Australia;Flinders Ranges;Hawker South Australia Australia;http://www.arkabastation.com/;-31.8881;138.422"
"Flinders Ranges Caravan Park Cabins Hawker;4;99999;Hawker;AU;Australia;Carpenter Road SA 5434;Hawker South Australia Australia;http://www.flindersrangescaravanpark.com.au/;-31.8846;138.414"
"Prairie Hotel Parachilna;3;99999;Parachilna;AU;Australia;Corner High Street And West Terrace;Parachilna South Australia Australia;http://www.prairiehotel.com.au/;-31.1326;138.395"
"Rawnsley Park Station Accommodation Hawker;3.5;102;Hawker;AU;Australia;Wilpena Rd SA 5434;Hawker South Australia Australia;http://www.rawnsleypark.com.au/main/contact_us;-31.6814;138.576"
"Wilpena Pound Resort;3;99999;Flinders Ranges;AU;Australia;Wilpena Road Via Hawker;Flinders Ranges South Australia Australia;http://www.wilpenapound.com.au/;-31.4755;138.661"
"A Miners Rest Cottage Broken Hill;3;99999;Broken Hill;AU;Australia;104 Piper Street;Broken Hill New South Wales Australia;http://www.visitbrokenhill.com.au/accom_result.asp;-31.9787;141.458"
"BEST WESTERN Broken Hill Oasis Motor Inn;3.5;120;Broken Hill;AU;Australia;142 Iodide Street;Broken Hill New South Wales Australia;http://brokenhilloasis.bestwestern.com.au/;-31.9511;141.466"
"Broken Hill City Caravan Park;4;87;Broken Hill;AU;Australia;Rakow Street (Adelaide Rd);Broken Hill New South Wales Australia;http://www.caravancampingsales.com.au/holiday-parks/new-south-wales/broken-hill/;-31.9614;141.438"
"Charles Rasp Motor Inn & Cottages;3.5;122;Broken Hill;AU;Australia;158 Oxide Street;Broken Hill New South Wales Australia;http://www.charlesraspmotorinn.com.au/;-31.9513;141.464"
"Cobalt Cottages Broken Hill;4;122;Broken Hill;AU;Australia;88 Cobalt Street;Broken Hill New South Wales Australia;http://www.visitbrokenhill.com.au/accom_result.asp;-31.9585;141.458"
"Comfort Inn Crystal;3.5;118;Broken Hill;AU;Australia;326 Crystal Street;Broken Hill New South Wales Australia;;-31.9585;141.468"
"Comfort Inn Hilltop;3.5;120;Broken Hill;AU;Australia;271 Kaolin Street;Broken Hill New South Wales Australia;;-31.9539;141.453"
"Daydream Motel;3;91;Broken Hill;AU;Australia;77 Argent Street;Broken Hill New South Wales Australia;http://daydream.budgetmotelchain.com.au/;-31.9619;141.46"
